T,Salt,Cs,fs,Cp,Gamma,Eta,Eta_pred,Eta_abs_err
60,NaCl,1000,0.5,15.0,100.0,5.6679,5.678705306943531,0.010805306943530546
60,NaCl,1000,0.5,12.0,1.0,5.8969,5.925125131506834,0.0282251315068347
60,NaCl,1000,0.5,12.0,1.29,5.9955,5.950774756936295,0.044725243063704845
60,NaCl,1000,0.5,12.0,1.67,5.9747,5.942937297270931,0.031762702729069225
60,NaCl,1000,0.5,12.0,2.15,5.9141,5.89491593570237,0.01918406429763042
60,NaCl,1000,0.5,12.0,2.78,5.9046,5.882497869401337,0.022102130598663727
60,NaCl,1000,0.5,12.0,3.59,5.8633,5.852924002879576,0.010375997120423364
60,NaCl,1000,0.5,12.0,4.64,5.8258,5.816911736123464,0.008888263876536406
60,NaCl,1000,0.5,12.0,5.99,5.7591,5.757995668625443,0.0011043313745568994
60,NaCl,1000,0.5,12.0,7.74,5.6719,5.6699034692104275,0.001996530789572404
60,NaCl,1000,0.5,12.0,10.0,5.5657,5.565998364124404,0.0002983641244043156
60,NaCl,1000,0.5,12.0,12.9,5.4412,5.441025196197855,0.00017480380214518476
60,NaCl,1000,0.5,12.0,16.7,5.2853,5.291285233416929,0.005985233416928359
60,NaCl,1000,0.5,12.0,21.5,5.1485,5.14414334911508,0.004356650884920654
60,NaCl,1000,0.5,12.0,27.8,4.9723,4.976836983568058,0.004536983568057984
60,NaCl,1000,0.5,12.0,35.9,4.7924,4.813079493335545,0.020679493335545196
60,NaCl,1000,0.5,12.0,46.4,4.624,4.631340065692159,0.007340065692159392
60,NaCl,1000,0.5,12.0,59.9,4.4207,4.445983709754484,0.025283709754483574
60,NaCl,1000,0.5,12.0,77.4,4.279,4.28809003936617,0.009090039366170366
60,NaCl,1000,0.5,12.0,100.0,4.1198,4.108327958771704,0.011472041228295815
60,NaCl,1000,0.5,10.0,1.0,4.7428,4.682161952736147,0.060638047263853245
60,NaCl,1000,0.5,10.0,1.29,4.7001,4.622132117067154,0.07796788293284607
60,NaCl,1000,0.5,10.0,1.67,4.6318,4.607566821843499,0.024233178156500834
60,NaCl,1000,0.5,10.0,2.15,4.6845,4.6475071930757865,0.03699280692421336
60,NaCl,1000,0.5,10.0,2.78,4.6503,4.630543622972525,0.019756377027474237
60,NaCl,1000,0.5,10.0,3.59,4.6371,4.620766379642542,0.016333620357458223
60,NaCl,1000,0.5,10.0,4.64,4.6348,4.619555847510671,0.015244152489329643
60,NaCl,1000,0.5,10.0,5.99,4.5737,4.567024856949388,0.006675143050611787
60,NaCl,1000,0.5,10.0,7.74,4.5115,4.505220301796628,0.006279698203371709
60,NaCl,1000,0.5,10.0,10.0,4.4385,4.432715352206534,0.005784647793466213
60,NaCl,1000,0.5,10.0,12.9,4.3664,4.360823079970995,0.005576920029004562
60,NaCl,1000,0.5,10.0,16.7,4.2901,4.2674672562769915,0.022632743723008275
60,NaCl,1000,0.5,10.0,21.5,4.1579,4.144029720103222,0.013870279896777582
60,NaCl,1000,0.5,10.0,27.8,4.0579,4.023476095849302,0.03442390415069774
60,NaCl,1000,0.5,10.0,35.9,3.9431,3.8939399125615948,0.04916008743840505
60,NaCl,1000,0.5,10.0,46.4,3.8207,3.7872106485894275,0.03348935141057252
60,NaCl,1000,0.5,10.0,59.9,3.7294,3.6789600910834896,0.0504399089165104
60,NaCl,1000,0.5,10.0,77.4,3.5985,3.5677373844595426,0.03076261554045745
60,NaCl,1000,0.5,10.0,100.0,3.4992,3.4815111669457526,0.01768883305424751
60,NaCl,1000,0.5,8.0,1.0,3.5844,3.544494017963874,0.03990598203612583
60,NaCl,1000,0.5,8.0,1.29,3.4522,3.4826897456801964,0.030489745680196467
60,NaCl,1000,0.5,8.0,1.67,3.4562,3.4608774695495184,0.00467746954951842
60,NaCl,1000,0.5,8.0,2.15,3.4897,3.4775052452377473,0.012194754762252735
60,NaCl,1000,0.5,8.0,2.78,3.483,3.4806697127202457,0.0023302872797543728
60,NaCl,1000,0.5,8.0,3.59,3.4248,3.4415758716565867,0.016775871656586894
60,NaCl,1000,0.5,8.0,4.64,3.424,3.424827766726518,0.0008277667265179645
60,NaCl,1000,0.5,8.0,5.99,3.3881,3.396269260575655,0.008169260575654924
60,NaCl,1000,0.5,8.0,7.74,3.3595,3.363657202166463,0.00415720216646287
60,NaCl,1000,0.5,8.0,10.0,3.3223,3.323191494091929,0.0008914940919293457
60,NaCl,1000,0.5,8.0,12.9,3.2764,3.275452490824685,0.0009475091753152753
60,NaCl,1000,0.5,8.0,16.7,3.2398,3.229075109299377,0.010724890700622769
60,NaCl,1000,0.5,8.0,21.5,3.1694,3.1648683078999977,0.00453169210000226
60,NaCl,1000,0.5,8.0,27.8,3.1142,3.100780336345344,0.013419663654655967
60,NaCl,1000,0.5,8.0,35.9,3.0423,3.020859431058373,0.021440568941626825
60,NaCl,1000,0.5,8.0,46.4,2.9909,2.96284563998443,0.028054360015569824
60,NaCl,1000,0.5,8.0,59.9,2.9187,2.909184436679389,0.009515563320610987
60,NaCl,1000,0.5,8.0,77.4,2.8763,2.8565326985871997,0.019767301412800364
60,NaCl,1000,0.5,8.0,100.0,2.7931,2.7825973428694732,0.010502657130526671
60,NaCl,1000,0.5,7.0,1.0,2.8071,2.8164229628167745,0.00932296281677436
60,NaCl,1000,0.5,7.0,1.29,2.7791,2.7938306419963053,0.014730641996305138
60,NaCl,1000,0.5,7.0,1.67,2.8131,2.8015854524929753,0.01151454750702463
60,NaCl,1000,0.5,7.0,2.15,2.7555,2.775096174554841,0.01959617455484075
60,NaCl,1000,0.5,7.0,2.78,2.8146,2.7994533902542473,0.01514660974575266
60,NaCl,1000,0.5,7.0,3.59,2.7693,2.780918800728463,0.011618800728462997
60,NaCl,1000,0.5,7.0,4.64,2.8014,2.7908984241954946,0.010501575804505503
60,NaCl,1000,0.5,7.0,5.99,2.7685,2.7722606117530257,0.0037606117530257777
60,NaCl,1000,0.5,7.0,7.74,2.7463,2.748541733747801,0.0022417337478009003
60,NaCl,1000,0.5,7.0,10.0,2.7193,2.722095675267986,0.002795675267985853
60,NaCl,1000,0.5,7.0,12.9,2.6973,2.697889298563294,0.0005892985632942604
60,NaCl,1000,0.5,7.0,16.7,2.6807,2.6764170112387724,0.0042829887612274575
60,NaCl,1000,0.5,7.0,21.5,2.6209,2.6306344234805,0.009734423480500354
60,NaCl,1000,0.5,7.0,27.8,2.5936,2.5930115903525657,0.0005884096474342293
60,NaCl,1000,0.5,7.0,35.9,2.5545,2.5550464978456002,0.0005464978456002356
60,NaCl,1000,0.5,7.0,46.4,2.5164,2.5150659003449283,0.0013340996550716966
60,NaCl,1000,0.5,7.0,59.9,2.4958,2.4890460945340056,0.006753905465994414
60,NaCl,1000,0.5,7.0,77.4,2.4451,2.4494311585077417,0.004331158507741684
60,NaCl,1000,0.5,7.0,100.0,2.4039,2.4111257998739632,0.007225799873963101
60,NaCl,1000,0.5,5.0,1.0,2.0841,2.1439214490885,0.05982144908850007
60,NaCl,1000,0.5,5.0,1.29,2.0796,2.083522266969469,0.003922266969468957
60,NaCl,1000,0.5,5.0,1.67,2.1409,2.07398016783919,0.06691983216080999
60,NaCl,1000,0.5,5.0,2.15,2.0884,2.0867153432835956,0.0016846567164043869
60,NaCl,1000,0.5,5.0,2.78,2.1211,2.073146922717168,0.04795307728283227
60,NaCl,1000,0.5,5.0,3.59,2.0965,2.0529713845437745,0.04352861545622533
60,NaCl,1000,0.5,5.0,4.64,2.1146,2.0017696227461816,0.11283037725381817
60,NaCl,1000,0.5,5.0,5.99,2.0914,2.0294975439564307,0.061902456043569476
60,NaCl,1000,0.5,5.0,7.74,2.0818,2.020692422769552,0.061107577230447685
60,NaCl,1000,0.5,5.0,10.0,2.0782,2.0020443250004467,0.07615567499955311
60,NaCl,1000,0.5,5.0,12.9,2.0528,2.003214060975818,0.04958593902418196
60,NaCl,1000,0.5,5.0,16.7,2.0427,1.9578658973323686,0.08483410266763136
60,NaCl,1000,0.5,5.0,21.5,2.031,2.0030521384708204,0.02794786152917972
60,NaCl,1000,0.5,5.0,27.8,2.0162,1.9848149272671654,0.03138507273283464
60,NaCl,1000,0.5,5.0,35.9,1.9862,1.9905935656286913,0.004393565628691309
60,NaCl,1000,0.5,5.0,46.4,1.9857,1.9610623418623123,0.0246376581376877
60,NaCl,1000,0.5,5.0,59.9,1.938,1.9111919827736787,0.0268080172263212
60,NaCl,1000,0.5,5.0,77.4,1.959,1.9052793729392945,0.05372062706070557
60,NaCl,1000,0.5,5.0,100.0,1.928,1.868818632350185,0.059181367649814964
60,NaCl,1000,0.5,4.0,1.0,1.6005,1.6674121690843862,0.06691216908438613
60,NaCl,1000,0.5,4.0,1.29,1.7426,1.7352712124484602,0.007328787551539762
60,NaCl,1000,0.5,4.0,1.67,1.735,1.7550083034590849,0.020008303459084775
60,NaCl,1000,0.5,4.0,2.15,2.1747,2.071628049144814,0.10307195085518606
60,NaCl,1000,0.5,4.0,2.78,2.677,2.350955673044982,0.32604432695501817
60,NaCl,1000,0.5,4.0,3.59,1.7274,1.8555755436675514,0.12817554366755135
60,NaCl,1000,0.5,4.0,4.64,1.7453,1.7527154346779232,0.007415434677923161
60,NaCl,1000,0.5,4.0,5.99,1.7356,1.7318448154596982,0.0037551845403018813
60,NaCl,1000,0.5,4.0,7.74,1.7247,1.716606855918088,0.008093144081911863
60,NaCl,1000,0.5,4.0,10.0,1.7224,1.7118949628083413,0.010505037191658628
60,NaCl,1000,0.5,4.0,12.9,1.7085,1.6964585029490626,0.012041497050937267
60,NaCl,1000,0.5,4.0,16.7,1.6946,1.6855771712600545,0.009022828739945643
60,NaCl,1000,0.5,4.0,21.5,1.6989,1.684819028968006,0.014080971031994016
60,NaCl,1000,0.5,4.0,27.8,1.6906,1.6763399166081052,0.014260083391894884
60,NaCl,1000,0.5,4.0,35.9,1.6761,1.6640695045411562,0.012030495458843715
60,NaCl,1000,0.5,4.0,46.4,1.6837,1.6618323620601196,0.021867637939880336
60,NaCl,1000,0.5,4.0,59.9,1.6505,1.654761470185832,0.004261470185831895
60,NaCl,1000,0.5,4.0,77.4,1.6803,1.6689955855064906,0.011304414493509274
60,NaCl,1000,0.5,4.0,100.0,1.6687,1.6768732272696483,0.008173227269648198
60,NaCl,1000,0.5,3.0,1.0,1.3166,1.2938291544359235,0.022770845564076492
60,NaCl,1000,0.5,3.0,1.29,1.2548,1.268848114282613,0.014048114282612989
60,NaCl,1000,0.5,3.0,1.67,1.2337,1.2401315052283977,0.006431505228397638
60,NaCl,1000,0.5,3.0,2.15,1.2285,1.2338047661551224,0.005304766155122431
60,NaCl,1000,0.5,3.0,2.78,1.2614,1.256757589457232,0.0046424105427680384
60,NaCl,1000,0.5,3.0,3.59,1.2521,1.252604734375121,0.0005047343751209965
60,NaCl,1000,0.5,3.0,4.64,1.2493,1.2477586523499735,0.0015413476500265588
60,NaCl,1000,0.5,3.0,5.99,1.2401,1.2426356907403768,0.0025356907403768503
60,NaCl,1000,0.5,3.0,7.74,1.2441,1.2425188631613384,0.0015811368386615676
60,NaCl,1000,0.5,3.0,10.0,1.2367,1.2380339017385973,0.0013339017385973762
60,NaCl,1000,0.5,3.0,12.9,1.2339,1.235274004845971,0.0013740048459709442
60,NaCl,1000,0.5,3.0,16.7,1.246,1.2440677989457964,0.0019322010542035528
60,NaCl,1000,0.5,3.0,21.5,1.2406,1.244089171367717,0.003489171367716981
60,NaCl,1000,0.5,3.0,27.8,1.2542,1.2555292130185216,0.0013292130185216244
60,NaCl,1000,0.5,3.0,35.9,1.2511,1.25848679323709,0.007386793237089906
60,NaCl,1000,0.5,3.0,46.4,1.2775,1.2762488272959245,0.0012511727040755982
60,NaCl,1000,0.5,3.0,59.9,1.2754,1.280257764163363,0.004857764163362921
60,NaCl,1000,0.5,3.0,77.4,1.3051,1.2960365008313908,0.009063499168609157
60,NaCl,1000,0.5,3.0,100.0,1.2935,1.291567540602646,0.0019324593973542026
60,NaCl,1000,0.5,2.0,1.0,0.97017,0.9396478598364935,0.030522140163506517
60,NaCl,1000,0.5,2.0,1.29,0.86465,0.8989620128745985,0.03431201287459851
60,NaCl,1000,0.5,2.0,1.67,0.96709,0.9483206304908642,0.01876936950913577
60,NaCl,1000,0.5,2.0,2.15,0.96565,0.961403661193274,0.00424633880672598
60,NaCl,1000,0.5,2.0,2.78,0.9672,0.9704080290855704,0.0032080290855704963
60,NaCl,1000,0.5,2.0,3.59,0.96413,0.9636829304700351,0.00044706952996498295
60,NaCl,1000,0.5,2.0,4.64,0.96263,0.9618797407332252,0.0007502592667747443
60,NaCl,1000,0.5,2.0,5.99,0.96576,0.962266271449021,0.0034937285509789584
60,NaCl,1000,0.5,2.0,7.74,0.96334,0.9629385478020859,0.00040145219791409836
60,NaCl,1000,0.5,2.0,10.0,0.9698,0.9673710721118299,0.0024289278881700627
60,NaCl,1000,0.5,2.0,12.9,0.97482,0.971932745556255,0.0028872544437450465
60,NaCl,1000,0.5,2.0,16.7,0.96585,0.9728607091090722,0.0070107091090722
60,NaCl,1000,0.5,2.0,21.5,0.98805,0.9843833208686462,0.0036666791313537672
60,NaCl,1000,0.5,2.0,27.8,0.99328,0.9924075642035658,0.0008724357964342566
60,NaCl,1000,0.5,2.0,35.9,1.0008,0.9979359356639128,0.002864064336087102
60,NaCl,1000,0.5,2.0,46.4,0.99802,0.9988157702067417,0.0007957702067417083
60,NaCl,1000,0.5,2.0,59.9,1.0132,1.0102974550969168,0.0029025449030832817
60,NaCl,1000,0.5,2.0,77.4,1.0265,1.0310309687000432,0.004530968700043214
60,NaCl,1000,0.5,2.0,100.0,1.0728,1.0612909924586136,0.011509007541386396
60,NaCl,1000,0.5,1.0,1.0,0.79436,0.9177418897901747,0.12338188979017473
60,NaCl,1000,0.5,1.0,1.29,0.7833,0.7850784646395682,0.0017784646395682113
60,NaCl,1000,0.5,1.0,1.67,0.87425,0.9607970134574984,0.08654701345749838
60,NaCl,1000,0.5,1.0,2.15,0.77444,0.8148755649677859,0.040435564967785886
60,NaCl,1000,0.5,1.0,2.78,0.82151,0.808344845995757,0.013165154004243007
60,NaCl,1000,0.5,1.0,3.59,0.75158,0.7749662931263389,0.023386293126338886
60,NaCl,1000,0.5,1.0,4.64,0.77124,0.7943103109904227,0.02307031099042267
60,NaCl,1000,0.5,1.0,5.99,0.77249,0.8394417591458924,0.06695175914589235
60,NaCl,1000,0.5,1.0,7.74,0.76167,0.9310941181258429,0.1694241181258429
60,NaCl,1000,0.5,1.0,10.0,0.78244,0.977679079857121,0.19523907985712097
60,NaCl,1000,0.5,1.0,12.9,0.78892,0.9173934944037059,0.12847349440370592
60,NaCl,1000,0.5,1.0,16.7,0.77359,0.9594126561896466,0.18582265618964655
60,NaCl,1000,0.5,1.0,21.5,0.80441,0.9625096169631703,0.15809961696317032
60,NaCl,1000,0.5,1.0,27.8,0.80432,0.9966828835292851,0.1923628835292851
60,NaCl,1000,0.5,1.0,35.9,0.81656,1.0429618210806146,0.22640182108061468
60,NaCl,1000,0.5,1.0,46.4,0.82836,1.0128859248944135,0.18452592489441355
60,NaCl,1000,0.5,1.0,59.9,0.83241,1.0399224573296812,0.20751245732968127
60,NaCl,1000,0.5,1.0,77.4,0.86597,1.0605279507162138,0.19455795071621373
60,NaCl,1000,0.5,1.0,100.0,1.0711,1.2233619314273516,0.15226193142735167
70,NaCl,1000,0.5,50.0,0.01,248.85,242.4255373453533,6.424462654646703
70,NaCl,1000,0.5,50.0,0.0129,241.38,237.37621616382407,4.003783836175927
70,NaCl,1000,0.5,50.0,0.0167,245.25,240.49924918665235,4.750750813347651
70,NaCl,1000,0.5,50.0,0.0215,246.72,242.18355458408735,4.536445415912652
70,NaCl,1000,0.5,50.0,0.0278,252.54,245.3616357638638,7.17836423613619
70,NaCl,1000,0.5,50.0,0.0359,256.5,247.92433673065491,8.575663269345085
70,NaCl,1000,0.5,50.0,0.0464,253.85,246.39370830999675,7.4562916900032405
70,NaCl,1000,0.5,50.0,0.0599,254.4,247.57939444454433,6.820605555455671
70,NaCl,1000,0.5,50.0,0.0774,254.73,248.63474951191606,6.095250488083934
70,NaCl,1000,0.5,50.0,0.1,252.99,247.30932222977702,5.680677770222985
70,NaCl,1000,0.5,50.0,0.129,252.46,247.74929957129467,4.710700428705337
70,NaCl,1000,0.5,50.0,0.167,250.63,246.98776454060143,3.642235459398563
70,NaCl,1000,0.5,50.0,0.215,247.29,246.5430657019681,0.7469342980319027
70,NaCl,1000,0.5,50.0,0.278,244.63,244.5119612557639,0.11803874423608818
70,NaCl,1000,0.5,50.0,0.359,240.63,238.9550344355738,1.674965564426202
70,NaCl,1000,0.5,50.0,0.464,234.43,232.2382642605588,2.1917357394412136
70,NaCl,1000,0.5,50.0,0.599,227.75,223.3556259224356,4.394374077564407
70,NaCl,1000,0.5,50.0,0.774,219.43,210.95841033802674,8.471589661973269
70,NaCl,1000,0.5,50.0,1.0,210.68,205.94930870483336,4.73069129516665
70,NaCl,1000,0.5,50.0,1.29,200.34,196.867950241686,3.472049758314
70,NaCl,1000,0.5,50.0,1.67,189.05,181.17941821422522,7.870581785774789
70,NaCl,1000,0.5,50.0,2.15,177.4,172.43434758180314,4.965652418196868
70,NaCl,1000,0.5,50.0,2.78,165.08,160.90767041421904,4.172329585780972
70,NaCl,1000,0.5,50.0,3.59,152.38,148.62763662157116,3.7523633784288393
70,NaCl,1000,0.5,50.0,4.64,139.75,136.73719646011511,3.012803539884885
70,NaCl,1000,0.5,50.0,5.99,127.26,125.38593622977716,1.8740637702228469
70,NaCl,1000,0.5,50.0,7.74,115.1,112.2144545685895,2.885545431410492
70,NaCl,1000,0.5,50.0,10.0,103.38,101.68928216141379,1.6907178385862096
70,NaCl,1000,0.5,50.0,12.9,92.442,90.89681376893577,1.5451862310642213
70,NaCl,1000,0.5,50.0,16.7,82.183,80.98666813547598,1.1963318645240264
70,NaCl,1000,0.5,50.0,21.5,72.761,71.67892522303076,1.082074776969236
70,NaCl,1000,0.5,50.0,27.8,64.172,63.51551128735699,0.6564887126430037
70,NaCl,1000,0.5,50.0,35.9,56.432,55.70382971291586,0.72817028708414
70,NaCl,1000,0.5,50.0,46.4,49.522,48.46754195200341,1.0544580479965902
70,NaCl,1000,0.5,50.0,59.9,43.348,42.515718194780845,0.8322818052191536
70,NaCl,1000,0.5,50.0,77.4,37.968,37.29404641035675,0.6739535896432542
70,NaCl,1000,0.5,50.0,100.0,33.252,33.10520995972218,0.14679004027782128
70,NaCl,1000,0.5,50.0,129.0,29.186,29.290113252910732,0.10411325291073226
70,NaCl,1000,0.5,50.0,167.0,25.677,25.737969077714848,0.06096907771484794
70,NaCl,1000,0.5,50.0,215.0,22.666,22.65831366042869,0.0076863395713111515
70,NaCl,1000,0.5,50.0,278.0,20.036,20.036678023583153,0.0006780235831520542
70,NaCl,1000,0.5,50.0,359.0,17.834,17.878110458910328,0.044110458910328276
70,NaCl,1000,0.5,50.0,464.0,15.947,15.921338711482596,0.025661288517403236
70,NaCl,1000,0.5,50.0,599.0,14.41,14.336940571604666,0.07305942839533408
70,NaCl,1000,0.5,50.0,774.0,13.107,13.211808073158469,0.10480807315846974
70,NaCl,1000,0.5,50.0,1000.0,13.618,13.512120196030969,0.10587980396903163
70,NaCl,1000,0.5,40.0,0.1,112.71,112.16159883066823,0.5484011693317683
70,NaCl,1000,0.5,40.0,0.129,110.91,111.38124164824686,0.47124164824685977
70,NaCl,1000,0.5,40.0,0.167,111.77,111.55069902727992,0.21930097272007743
70,NaCl,1000,0.5,40.0,0.215,111.36,111.31840482329959,0.041595176700411685
70,NaCl,1000,0.5,40.0,0.278,110.27,110.49168162749608,0.221681627496082
70,NaCl,1000,0.5,40.0,0.359,109.6,109.68317642859151,0.0831764285915142
70,NaCl,1000,0.5,40.0,0.464,108.84,108.77022413766446,0.06977586233554689
70,NaCl,1000,0.5,40.0,0.599,107.05,107.19513485310225,0.14513485310224894
70,NaCl,1000,0.5,40.0,0.774,105.39,105.42701916725336,0.037019167253362184
70,NaCl,1000,0.5,40.0,1.0,103.24,103.17790719195678,0.06209280804321793
70,NaCl,1000,0.5,40.0,1.29,100.38,100.01043567621558,0.3695643237844166
70,NaCl,1000,0.5,40.0,1.67,96.969,96.50947495147032,0.45952504852967024
70,NaCl,1000,0.5,40.0,2.15,92.973,92.70398776704319,0.2690122329568112
70,NaCl,1000,0.5,40.0,2.78,88.588,88.35105692794329,0.23694307205670384
70,NaCl,1000,0.5,40.0,3.59,83.656,83.39008257414051,0.26591742585949874
70,NaCl,1000,0.5,40.0,4.64,78.462,78.40961288221436,0.05238711778564209
70,NaCl,1000,0.5,40.0,5.99,73.031,72.93956386051046,0.0914361394895451
70,NaCl,1000,0.5,40.0,7.74,67.488,67.4749225921247,0.01307740787530065
70,NaCl,1000,0.5,40.0,10.0,61.969,61.936750541676076,0.032249458323924785
70,NaCl,1000,0.5,40.0,12.9,56.527,56.509356400506036,0.017643599493965212
70,NaCl,1000,0.5,40.0,16.7,51.282,51.2464085307821,0.035591469217898464
70,NaCl,1000,0.5,40.0,21.5,46.264,46.274378310885744,0.01037831088574137
70,NaCl,1000,0.5,40.0,27.8,41.571,41.5457631162922,0.025236883707798086
70,NaCl,1000,0.5,40.0,35.9,37.153,37.24206399365801,0.08906399365800866
70,NaCl,1000,0.5,40.0,46.4,33.127,33.20396332457887,0.07696332457886967
70,NaCl,1000,0.5,40.0,59.9,29.409,29.393023842070036,0.015976157929962653
70,NaCl,1000,0.5,40.0,77.4,26.112,26.21777873844903,0.10577873844903252
70,NaCl,1000,0.5,40.0,100.0,23.122,23.268418371070887,0.14641837107088662
70,NaCl,1000,0.5,30.0,0.1,44.092,44.77418942254892,0.6821894225489231
70,NaCl,1000,0.5,30.0,0.129,46.229,45.513342095125694,0.7156579048743055
70,NaCl,1000,0.5,30.0,0.167,44.954,45.214507314562944,0.2605073145629433
70,NaCl,1000,0.5,30.0,0.215,44.864,45.011530952424074,0.1475309524240771
70,NaCl,1000,0.5,30.0,0.278,46.066,45.62233187071688,0.44366812928312527
70,NaCl,1000,0.5,30.0,0.359,45.009,45.15296738658961,0.14396738658960828
70,NaCl,1000,0.5,30.0,0.464,44.794,44.76748821637572,0.026511783624279417
70,NaCl,1000,0.5,30.0,0.599,44.631,44.56980635674071,0.061193643259287
70,NaCl,1000,0.5,30.0,0.774,44.36,44.29156209983803,0.06843790016196749
70,NaCl,1000,0.5,30.0,1.0,43.808,43.74800917781707,0.05999082218293239
70,NaCl,1000,0.5,30.0,1.29,43.131,43.0560510893603,0.07494891063969789
70,NaCl,1000,0.5,30.0,1.67,42.36,42.21763544164793,0.14236455835207096
70,NaCl,1000,0.5,30.0,2.15,41.394,41.67069646893331,0.27669646893330935
70,NaCl,1000,0.5,30.0,2.78,40.19,40.29986220709036,0.10986220709035877
70,NaCl,1000,0.5,30.0,3.59,38.757,38.8186829142433,0.06168291424329908
70,NaCl,1000,0.5,30.0,4.64,37.155,37.18161893654757,0.02661893654757108
70,NaCl,1000,0.5,30.0,5.99,35.366,35.38397787079787,0.017977870797871276
70,NaCl,1000,0.5,30.0,7.74,33.469,33.481174734653216,0.012174734653214614
70,NaCl,1000,0.5,30.0,10.0,31.44,31.431591675738165,0.008408324261836242
70,NaCl,1000,0.5,30.0,12.9,29.356,29.36119171781387,0.005191717813868735
70,NaCl,1000,0.5,30.0,16.7,27.227,27.216106503546474,0.010893496453526552
70,NaCl,1000,0.5,30.0,21.5,25.13,25.098779683647557,0.031220316352442268
70,NaCl,1000,0.5,30.0,27.8,23.074,23.017806164545682,0.05619383545431944
70,NaCl,1000,0.5,30.0,35.9,21.1,21.052311587240762,0.047688412759239185
70,NaCl,1000,0.5,30.0,46.4,19.196,19.159177342042685,0.036822657957316096
70,NaCl,1000,0.5,30.0,59.9,17.449,17.419956953357246,0.029043046642755144
70,NaCl,1000,0.5,30.0,77.4,15.772,15.78594672722232,0.013946727222320376
70,NaCl,1000,0.5,30.0,100.0,14.302,14.30359457493149,0.001594574931489845
70,NaCl,1000,0.5,25.0,0.1,29.825,29.09989952380955,0.7251004761904483
70,NaCl,1000,0.5,25.0,0.129,28.063,27.91037444792217,0.15262555207782924
70,NaCl,1000,0.5,25.0,0.167,28.536,28.013174040665483,0.5228259593345186
70,NaCl,1000,0.5,25.0,0.215,27.315,27.386569040537736,0.07156904053773516
70,NaCl,1000,0.5,25.0,0.278,27.279,27.24842159465538,0.030578405344620307
70,NaCl,1000,0.5,25.0,0.359,27.421,27.34947479166613,0.07152520833387044
70,NaCl,1000,0.5,25.0,0.464,27.823,27.644641325130024,0.17835867486997614
70,NaCl,1000,0.5,25.0,0.599,27.463,27.48536458330207,0.022364583302067587
70,NaCl,1000,0.5,25.0,0.774,27.516,27.49042417387491,0.02557582612508824
70,NaCl,1000,0.5,25.0,1.0,27.2,27.299945509783672,0.099945509783673
70,NaCl,1000,0.5,25.0,1.29,26.991,26.999402256435577,0.008402256435577016
70,NaCl,1000,0.5,25.0,1.67,26.764,26.657436701391894,0.10656329860810487
70,NaCl,1000,0.5,25.0,2.15,26.299,26.244582696000293,0.054417303999706235
70,NaCl,1000,0.5,25.0,2.78,25.819,25.764093640282606,0.05490635971739266
70,NaCl,1000,0.5,25.0,3.59,25.161,25.15567574111843,0.005324258881572064
70,NaCl,1000,0.5,25.0,4.64,24.42,24.439526222324485,0.0195262223244832
70,NaCl,1000,0.5,25.0,5.99,23.531,23.608524622804023,0.07752462280402383
70,NaCl,1000,0.5,25.0,7.74,22.545,22.65462941784492,0.10962941784491775
70,NaCl,1000,0.5,25.0,10.0,21.464,21.520340982940898,0.056340982940898954
70,NaCl,1000,0.5,25.0,12.9,20.304,20.242363733243653,0.06163626675634504
70,NaCl,1000,0.5,25.0,16.7,19.079,19.1015347291026,0.022534729102599016
70,NaCl,1000,0.5,25.0,21.5,17.858,17.990094800893658,0.13209480089365755
70,NaCl,1000,0.5,25.0,27.8,16.6,16.649794573610805,0.04979457361080364
70,NaCl,1000,0.5,25.0,35.9,15.373,15.460764325762993,0.08776432576299342
70,NaCl,1000,0.5,25.0,46.4,14.158,14.231648162531295,0.07364816253129547
70,NaCl,1000,0.5,25.0,59.9,13.026,13.12106779334892,0.09506779334892101
70,NaCl,1000,0.5,25.0,77.4,11.93,11.967632634238072,0.03763263423807217
70,NaCl,1000,0.5,25.0,100.0,10.968,11.056133025952498,0.08813302595249795
70,NaCl,1000,0.5,20.0,0.1,14.577,14.566604349390296,0.010395650609703821
70,NaCl,1000,0.5,20.0,0.129,14.359,14.683537388438836,0.32453738843883606
70,NaCl,1000,0.5,20.0,0.167,16.052,15.850258223383504,0.20174177661649573
70,NaCl,1000,0.5,20.0,0.215,15.778,15.852486916942757,0.07448691694275666
70,NaCl,1000,0.5,20.0,0.278,15.988,15.966377045687386,0.02162295431261363
70,NaCl,1000,0.5,20.0,0.359,16.52,16.270113881877137,0.24988611812286265
70,NaCl,1000,0.5,20.0,0.464,16.005,16.067466485851988,0.06246648585198855
70,NaCl,1000,0.5,20.0,0.599,16.006,15.956105346128052,0.04989465387194869
70,NaCl,1000,0.5,20.0,0.774,15.665,15.75438315962078,0.08938315962078036
70,NaCl,1000,0.5,20.0,1.0,15.835,15.770505630459999,0.06449436954000198
70,NaCl,1000,0.5,20.0,1.29,15.847,15.77896017082198,0.06803982917801932
70,NaCl,1000,0.5,20.0,1.67,15.633,15.611927865299684,0.021072134700315104
70,NaCl,1000,0.5,20.0,2.15,15.534,15.478127677727484,0.05587232227251704
70,NaCl,1000,0.5,20.0,2.78,15.402,15.321024384133974,0.08097561586602531
70,NaCl,1000,0.5,20.0,3.59,15.137,15.05845271582768,0.07854728417231982
70,NaCl,1000,0.5,20.0,4.64,14.829,14.772048635037358,0.05695136496264297
