T,Salt,Cs,fs,Cp,Gamma,Eta_true,Eta_pred_DecisionTree,Eta_pred_RandomForest,Eta_pred_GBT,Eta_pred_XGBoost,Eta_pred_LinearRegression
40,NaCl,1000,0.5,20.0,0.215,26.76,27.365677059129123,26.996429194081596,31.360880528120227,28.46548,15.899179985616826
40,NaCl,1000,0.5,20.0,0.278,26.818,26.642832997773027,27.00596456714501,31.72470726828926,28.46548,15.895810044856884
40,NaCl,1000,0.5,20.0,0.359,26.753,26.642832997773027,26.83964817639737,30.50902090681649,28.019272,15.891478313416103
40,NaCl,1000,0.5,20.0,0.464,26.836,26.642832997773027,26.799460818319808,30.29513139594064,28.677662,15.885864862827576
40,NaCl,1000,0.5,20.0,0.599,26.91,26.642832997773027,26.785020198949702,30.429708920349157,29.562807,15.87865048272913
40,NaCl,1000,0.5,20.0,0.774,26.251,26.642832997773027,26.72566027450335,30.429708920349157,30.721008,15.869303384597131
40,NaCl,1000,0.5,20.0,1.0,26.297,26.642832997773027,26.222458949976243,26.03672518721468,24.82196,15.857240415712242
40,NaCl,1000,0.5,20.0,1.29,26.1,24.985545836999805,25.864232301329636,25.737231498366558,24.396957,15.841774816209078
40,NaCl,1000,0.5,20.0,1.67,25.485,24.985545836999805,25.50844571576646,24.773154468681035,23.83761,15.821532377294144
40,NaCl,1000,0.5,20.0,2.15,25.133,24.985545836999805,25.183052991179657,24.016721082129333,24.698612,15.79599994789246
40,NaCl,1000,0.5,20.0,2.78,24.488,24.985545836999805,24.378868117976513,23.6269601392779,23.370716,15.762551153552959
40,NaCl,1000,0.5,20.0,3.59,23.786,24.985545836999805,23.794530181097183,22.969222591642342,22.803385,15.719649615746654
40,NaCl,1000,0.5,20.0,4.64,23.004,21.549744787003448,22.968404955284214,22.995895843346403,21.420683,15.664210253098092
40,NaCl,1000,0.5,20.0,5.99,22.103,21.549744787003448,22.27386289361117,22.29357239014953,20.123716,15.593218272278083
40,NaCl,1000,0.5,20.0,7.74,21.128,21.549744787003448,21.431405513248755,21.26028667399317,20.011457,15.501670280071888
40,NaCl,1000,0.5,20.0,10.0,20.075,21.549744787003448,20.270684639915494,20.517031566280096,19.298191,15.384237392278433
40,NaCl,1000,0.5,20.0,12.9,18.971,16.80871213901436,18.902494787383826,18.546248844700482,17.97297,15.234851412488052
40,NaCl,1000,0.5,20.0,16.7,17.838,16.80871213901436,17.685000517722983,18.19789608705075,17.78551,15.041297772956323
40,NaCl,1000,0.5,20.0,21.5,16.689,16.80871213901436,16.71110043372572,16.205719470193625,15.260268,14.800319890151313
40,NaCl,1000,0.5,20.0,27.8,15.542,14.209352393347956,16.09086330475399,15.384687608787136,13.890952,14.489885568502784
40,NaCl,1000,0.5,20.0,35.9,14.444,14.209352393347956,15.455619160180326,14.55469294281054,13.356025,14.10030418082843
40,NaCl,1000,0.5,20.0,46.4,13.375,11.749093272996541,13.795402187320953,13.479371109323788,12.558764,13.610839228671638
40,NaCl,1000,0.5,20.0,59.9,12.34,11.749093272996541,11.701980850103222,12.277978777410542,11.8396635,13.00641021596153
40,NaCl,1000,0.5,20.0,77.4,11.402,11.749093272996541,10.634115319172222,11.373552846945067,10.979792,12.262663703378927
40,NaCl,1000,0.5,20.0,100.0,10.523,8.959853457023963,9.921293766976294,10.655623549493347,10.474145,11.364742347037451
40,NaCl,1000,0.5,20.0,129.0,9.7622,8.959853457023963,9.842876870839612,10.216108712568447,10.165742,10.30818239368594
40,NaCl,1000,0.5,20.0,167.0,9.0609,8.959853457023963,9.367978796211649,9.974570264729667,10.11931,9.070953835918683
40,NaCl,1000,0.5,20.0,215.0,8.4826,8.959853457023963,8.719424753106445,9.526915317269996,9.696347,7.7181086526327505
40,NaCl,1000,0.5,20.0,278.0,8.0305,8.959853457023963,8.300464686908049,9.232901072085214,9.321876,6.243806321008883
40,NaCl,1000,0.5,20.0,359.0,7.6261,8.959853457023963,8.16293756645972,9.149322684883332,9.254539,4.75427919702138
40,NaCl,1000,0.5,20.0,464.0,7.2922,10.086162238265441,8.176524216469778,9.105451611403089,9.222854,3.3392497887306374
40,NaCl,1000,0.5,20.0,599.0,9.9458,10.086162238265441,9.148881811393808,9.945810263389532,9.5094595,2.120187839175161
40,NaCl,1000,0.5,20.0,774.0,11.454,10.086162238265441,11.009636003143696,10.755371147041192,10.412471,1.1766520271582206
40,NaCl,1000,0.5,20.0,1000.0,12.458,10.086162238265441,11.450746461584744,11.667507910271329,11.638461,0.5500419431188096
40,NaCl,1000,0.5,18.0,0.1,23.576,22.123110449448475,26.18838366622847,29.400427792367474,25.830149,13.597911379078903
40,NaCl,1000,0.5,18.0,0.129,22.014,22.123110449448475,24.436235556150727,28.56631879200453,25.879272,13.596584589545216
40,NaCl,1000,0.5,18.0,0.167,21.805,22.123110449448475,22.716658827311687,26.820165013454567,24.929981,13.594846233699057
40,NaCl,1000,0.5,18.0,0.215,21.148,22.123110449448475,22.13399411343236,25.606236482985945,24.778454,13.59265073346467
40,NaCl,1000,0.5,18.0,0.278,22.143,22.123110449448475,22.004540597091733,25.966456535963555,21.607641,13.589769677474129
40,NaCl,1000,0.5,18.0,0.359,21.932,21.508537390914086,21.938979644510166,24.971425540103127,21.268932,13.586066359906873
40,NaCl,1000,0.5,18.0,0.464,21.438,21.508537390914086,21.638201144458957,24.971425540103127,21.768703,13.581267265027229
40,NaCl,1000,0.5,18.0,0.599,21.268,21.508537390914086,21.38968646066198,21.95389524947493,22.440603,13.575099491027228
40,NaCl,1000,0.5,18.0,0.774,21.402,21.508537390914086,21.27798730917393,21.95389524947493,23.319773,13.567108397122094
40,NaCl,1000,0.5,18.0,1.0,21.119,20.771077484874038,20.60506264028721,17.84322507372724,16.95156,13.556795429848984
40,NaCl,1000,0.5,18.0,1.29,20.925,20.771077484874038,20.490885531966796,17.871940002492128,17.07276,13.54357345911714
40,NaCl,1000,0.5,18.0,1.67,20.685,20.771077484874038,20.171777083927232,18.673959475702336,16.887302,13.52626763564618
40,NaCl,1000,0.5,18.0,2.15,20.363,20.771077484874038,20.006403178182133,18.093909381128167,17.497267,13.50443925232403
40,NaCl,1000,0.5,18.0,2.78,19.934,19.151554375967713,19.739460191621554,17.800268165237775,16.468529,13.475842948657826
40,NaCl,1000,0.5,18.0,3.59,19.493,19.151554375967713,19.46059329730737,17.304736591931594,16.06875,13.439165231954368
40,NaCl,1000,0.5,18.0,4.64,18.927,19.151554375967713,18.824322229904283,17.100398223510016,15.799438,13.39176858042583
40,NaCl,1000,0.5,18.0,5.99,18.292,19.151554375967713,18.100005558617305,17.05142704180888,15.658836,13.331075563488096
40,NaCl,1000,0.5,18.0,7.74,17.581,16.3267679274497,17.12832147373399,16.269450157945315,15.430068,13.252808641261009
40,NaCl,1000,0.5,18.0,10.0,16.798,16.3267679274497,16.226105905766175,16.258678018894766,15.55961,13.152412002576334
40,NaCl,1000,0.5,18.0,12.9,15.954,16.3267679274497,15.661220496477073,15.45464855849649,15.263372,13.02469777771668
40,NaCl,1000,0.5,18.0,16.7,15.081,16.3267679274497,14.578630315918062,14.846282530033848,14.850796,12.859223393331716
40,NaCl,1000,0.5,18.0,21.5,14.213,13.040354883273503,13.831609940769333,13.96501478777027,13.690458,12.65320470567478
40,NaCl,1000,0.5,18.0,27.8,13.308,13.040354883273503,12.90730545785735,13.171609129129095,12.462003,12.387805778581315
40,NaCl,1000,0.5,18.0,35.9,12.425,11.404112200239002,12.224637079807364,12.461008719325411,11.933581,12.054741825616043
40,NaCl,1000,0.5,18.0,46.4,11.568,11.404112200239002,11.079313744468351,11.54037131420734,11.2212305,11.636284638078195
40,NaCl,1000,0.5,18.0,59.9,10.724,9.52365288032892,10.448687610876295,10.511798579480118,10.578714,11.119541480860413
40,NaCl,1000,0.5,18.0,77.4,9.9746,9.52365288032892,9.870512281029027,9.737473799850811,9.810402,10.483691922020697
40,NaCl,1000,0.5,18.0,100.0,9.2746,9.52365288032892,9.640605217467723,9.122818219650187,9.35861,9.716034005454562
40,NaCl,1000,0.5,15.0,0.1,61.053,39.52714537316086,37.337229029714585,26.916116190640466,25.577263,10.748957714001206
40,NaCl,1000,0.5,15.0,0.129,43.456,39.52714537316086,36.0580944308303,26.15248870440177,26.13911,10.747908905533832
40,NaCl,1000,0.5,15.0,0.167,32.288,39.52714537316086,31.12151050138285,24.266181634049975,25.180288,10.746534759684417
40,NaCl,1000,0.5,15.0,0.215,28.496,39.52714537316086,28.47987252388174,23.1678509490475,25.027239,10.744799247625057
40,NaCl,1000,0.5,15.0,0.278,27.043,22.977860541705354,26.45190283729427,23.49376860202975,21.82459,10.74252181338161
40,NaCl,1000,0.5,15.0,0.359,24.793,22.977860541705354,25.813300308114687,22.593490663212226,19.755684,10.739594392925467
40,NaCl,1000,0.5,15.0,0.464,22.91,22.977860541705354,24.032467082638235,22.593490663212226,20.219898,10.735800775914102
40,NaCl,1000,0.5,15.0,0.599,21.065,22.977860541705354,21.208146430186428,19.863308426007567,20.843994,10.730925237306199
40,NaCl,1000,0.5,15.0,0.774,19.796,22.977860541705354,20.41612472534383,19.863308426007567,21.660612,10.724608389955133
40,NaCl,1000,0.5,15.0,1.0,17.667,15.707812004723833,16.94629669386872,14.038740721550989,14.532634,10.716456134359834
40,NaCl,1000,0.5,15.0,1.29,17.282,15.707812004723833,16.489521107510505,13.917486792129603,14.386532,10.706004352440516
40,NaCl,1000,0.5,15.0,1.67,14.228,15.707812004723833,14.692403143481858,13.604708434519294,14.115212,10.692324342363264
40,NaCl,1000,0.5,15.0,2.15,14.014,15.707812004723833,14.281181001050495,13.182119297793104,14.625046,10.67506931232565
40,NaCl,1000,0.5,15.0,2.78,13.882,13.436556630669717,14.087617691362372,12.968190209441783,13.765177,10.652464336435186
40,NaCl,1000,0.5,15.0,3.59,13.596,13.436556630669717,13.96451124130314,12.607176114723359,13.431024,10.623471117189906
40,NaCl,1000,0.5,15.0,4.64,13.306,13.436556630669717,13.634341870766075,12.62181633079701,13.205924,10.58600473070872
40,NaCl,1000,0.5,15.0,5.99,12.979,13.436556630669717,13.351441444742052,12.910436028172903,13.088402,10.538027754361993
40,NaCl,1000,0.5,15.0,7.74,12.568,11.827782446133472,12.850130567349145,12.31836461327744,13.0153885,10.476158853030693
40,NaCl,1000,0.5,15.0,10.0,12.112,11.827782446133472,12.01674200127582,12.348959502637877,13.412868,10.39679672205595
40,NaCl,1000,0.5,15.0,12.9,11.613,11.827782446133472,11.780819955791745,11.953880755013802,13.036394,10.295840423384604
40,NaCl,1000,0.5,15.0,16.7,11.071,11.827782446133472,11.15481465912039,11.750919519377119,12.599194,10.165035249639983
40,NaCl,1000,0.5,15.0,21.5,10.536,9.663424129113794,10.523897055048694,11.078849801307078,11.46131,10.002180374344533
40,NaCl,1000,0.5,15.0,27.8,9.9639,9.663424129113794,9.965979649854441,10.517561011177145,10.432878,9.79238625485512
40,NaCl,1000,0.5,15.0,35.9,9.4013,9.663424129113794,9.620776230794643,10.05219614161018,9.944559,9.529103884005877
40,NaCl,1000,0.5,15.0,46.4,8.8355,9.663424129113794,8.85175569453837,9.217749211708837,9.293293,9.19831936213551
40,NaCl,1000,0.5,15.0,59.9,8.2916,7.398500338528391,8.234643554323457,8.396187646957028,8.729322,8.789841163455733
40,NaCl,1000,0.5,15.0,77.4,7.7933,7.398500338528391,7.816083394519878,8.19509332950037,8.095344,8.287211029319838
40,NaCl,1000,0.5,15.0,100.0,7.3528,7.398500338528391,7.6458476074636765,7.67779695995127,7.795917,7.680388242058332
40,NaCl,1000,0.5,12.0,0.1,11.111,10.613727824975575,11.177984619563322,12.357713114360797,13.468761,8.496899907374775
40,NaCl,1000,0.5,12.0,0.129,12.528,10.613727824975575,11.12446821590979,12.181292645344566,13.764625,8.496070839030999
40,NaCl,1000,0.5,12.0,0.167,9.7489,10.613727824975575,10.05576026584981,11.008076436754653,11.099377,8.494984596062027
40,NaCl,1000,0.5,12.0,0.215,9.3515,10.613727824975575,9.758534812352254,10.585676490192647,11.099377,8.493612698186086
40,NaCl,1000,0.5,12.0,0.278,9.4911,9.725592171575675,9.671761071445278,10.56323007210921,10.641561,8.491812418444825
40,NaCl,1000,0.5,12.0,0.359,9.6805,9.725592171575675,9.705019462164643,10.396852999508809,10.102683,8.489498333743361
40,NaCl,1000,0.5,12.0,0.464,9.7382,9.725592171575675,9.729682465257984,10.396852999508809,10.125974,8.486499532846553
40,NaCl,1000,0.5,12.0,0.599,9.7502,9.725592171575675,9.743798266013421,10.140284994768997,10.438524,8.482645488143044
40,NaCl,1000,0.5,12.0,0.774,9.9741,9.725592171575675,9.767825496534467,10.140284994768997,10.84748,8.477652109147588
40,NaCl,1000,0.5,12.0,1.0,9.5021,9.551007465047416,9.505097943454265,8.087559025349849,8.248909,8.471207865746912
40,NaCl,1000,0.5,12.0,1.29,9.6522,9.551007465047416,9.550510380732192,8.048870793897963,8.18975,8.462945879125966
40,NaCl,1000,0.5,12.0,1.67,9.6254,9.551007465047416,9.53512063295891,7.942884978654554,8.035296,8.452132023545639
40,NaCl,1000,0.5,12.0,2.15,9.4261,9.551007465047416,9.434332845836426,7.924041019857782,8.325527,8.43849216496313
40,NaCl,1000,0.5,12.0,2.78,9.4109,9.194896773359176,9.38649264194753,7.795443877536323,8.273481,8.420623249421698
40,NaCl,1000,0.5,12.0,3.59,9.2483,9.194896773359176,9.286393958768839,7.674822896076714,8.201163,8.397704517347906
40,NaCl,1000,0.5,12.0,4.64,9.155,9.194896773359176,9.178741848174466,7.6837353650152815,8.063718,8.368087865734605
40,NaCl,1000,0.5,12.0,5.99,8.9709,9.194896773359176,8.957370229131138,7.85943728601029,7.9234686,8.330162740645907
40,NaCl,1000,0.5,12.0,7.74,8.7516,8.35144706124977,8.705508834469434,7.882379296108998,7.84628,8.281256244222861
40,NaCl,1000,0.5,12.0,10.0,8.5149,8.35144706124977,8.447349220886657,7.935373681302905,8.0858965,8.21852159577876
40,NaCl,1000,0.5,12.0,12.9,8.2367,8.35144706124977,8.182179458156916,7.681498243840464,7.85894,8.138717061455202
40,NaCl,1000,0.5,12.0,16.7,7.9255,8.35144706124977,7.759621925327778,7.55107646642253,7.5953755,8.035317411159147
40,NaCl,1000,0.5,12.0,21.5,7.6234,7.0970042828515885,7.415657621569088,7.119208149773307,7.027664,7.906582922510914
40,NaCl,1000,0.5,12.0,27.8,7.2756,7.0970042828515885,7.276184636970158,6.75852705013443,6.693744,7.740743621446829
40,NaCl,1000,0.5,12.0,35.9,6.9365,7.0970042828515885,6.991468509992806,6.45948613600917,6.5800304,7.532622609902759
40,NaCl,1000,0.5,12.0,46.4,6.5939,7.0970042828515885,6.590246240684605,6.256488758048513,6.305615,7.271142097277775
40,NaCl,1000,0.5,12.0,59.9,6.2595,5.350446283295096,6.173510353768081,5.6988590617029855,6.048359,6.948245825762457
40,NaCl,1000,0.5,12.0,77.4,5.9605,5.350446283295096,5.913435100658422,5.525076709682788,5.609089,6.550923773353592
40,NaCl,1000,0.5,12.0,100.0,5.6975,5.350446283295096,5.816987842549621,5.176474647841772,5.4016223,6.071238893938815
40,NaCl,1000,0.5,10.0,0.1,8.6902,7.838355118986126,9.070730938246424,9.207161469515576,9.834768,7.264235819874763
40,NaCl,1000,0.5,10.0,0.129,8.0711,7.838355118986126,8.778274107196957,9.075718723618488,10.050811,7.263527026311741
40,NaCl,1000,0.5,10.0,0.167,8.265,7.838355118986126,8.458135322944367,8.201609495545604,8.104666,7.262598367015961
40,NaCl,1000,0.5,10.0,0.215,6.5117,7.838355118986126,7.397786190274155,7.817998641730039,8.011247,7.261425493403201
40,NaCl,1000,0.5,10.0,0.278,6.9026,7.148727754539091,7.386229205198091,7.801420951466162,7.2378535,7.259886384231054
40,NaCl,1000,0.5,10.0,0.359,7.5069,7.148727754539091,7.225066582518229,7.705911606502187,6.993426,7.257908008922195
40,NaCl,1000,0.5,10.0,0.464,7.3654,7.148727754539091,7.16127987858379,7.705911606502187,6.9312963,7.255344250712881
40,NaCl,1000,0.5,10.0,0.599,6.8184,7.148727754539091,7.056807910728747,7.515749221242459,7.4834523,7.252049320809994
40,NaCl,1000,0.5,10.0,0.774,7.1745,7.148727754539091,6.940688524937469,7.515749221242459,8.112512,7.247780342364158
40,NaCl,1000,0.5,10.0,1.0,7.1248,7.002981286252439,7.011860159806005,6.535066238759611,6.380617,7.242270979625574
40,NaCl,1000,0.5,10.0,1.29,6.902,7.002981286252439,7.000290809259529,6.503804623925511,6.3348575,7.2352075777014075
40,NaCl,1000,0.5,10.0,1.67,7.0516,7.002981286252439,6.994792529602193,6.4181639107247,6.2153854,7.225962512099376
40,NaCl,1000,0.5,10.0,2.15,6.9358,7.002981286252439,6.974739727129228,6.402937249806199,6.4398828,7.21430141800939
40,NaCl,1000,0.5,10.0,2.78,6.909,6.802595973394839,6.919976006137134,6.29902569372954,6.3996243,7.199024785619533
40,NaCl,1000,0.5,10.0,3.59,6.8534,6.802595973394839,6.873074206505608,6.056567705911273,6.3436856,7.179430924765405
40,NaCl,1000,0.5,10.0,4.64,6.7708,6.802595973394839,6.805001130288573,6.018935599362773,6.23737,7.154110826393128
40,NaCl,1000,0.5,10.0,5.99,6.6794,6.802595973394839,6.70961359290141,6.02237651354755,6.1288857,7.121687583193171
40,NaCl,1000,0.5,10.0,7.74,6.5416,6.296502527015299,6.547281692801329,6.039956070170256,5.8611093,7.079876060518584
40,NaCl,1000,0.5,10.0,10.0,6.3922,6.296502527015299,6.46282868988337,5.996420500960453,6.0401006,7.02624246646161
40,NaCl,1000,0.5,10.0,12.9,6.2274,6.296502527015299,6.2653709009728935,5.804577754918511,5.870566,6.958015352674091
40,NaCl,1000,0.5,10.0,16.7,6.0361,6.296502527015299,6.100754849843389,5.7230449291579815,5.673685,6.869616118643899
40,NaCl,1000,0.5,10.0,21.5,5.8315,5.506154611626883,5.857228320564579,5.395727123457849,5.3871956,6.75955742736991
40,NaCl,1000,0.5,10.0,27.8,5.6226,5.506154611626883,5.6505028029230076,5.213189939895368,5.186397,6.617776800992621
40,NaCl,1000,0.5,10.0,35.9,5.4105,5.506154611626883,5.480202270217598,4.985023390985125,5.09829,6.439848365515252
40,NaCl,1000,0.5,10.0,46.4,5.1813,5.506154611626883,5.256046595018054,4.893088514658096,4.885669,6.21630140995314
40,NaCl,1000,0.5,10.0,59.9,4.9661,5.350446283295096,5.04234369727024,4.813585135615384,4.708801,5.940248415659332
40,NaCl,1000,0.5,10.0,77.4,4.8118,5.350446283295096,4.934125059982031,4.63796881238346,4.6106663,5.600566753335694
40,NaCl,1000,0.5,10.0,100.0,4.6186,5.350446283295096,4.88582041009384,4.497257346215921,4.4401293,5.190470821727419
40,NaCl,1000,0.5,8.0,0.1,6.6304,4.062825423448488,4.923240539028974,5.687392498919133,7.8762956,6.210397041508196
40,NaCl,1000,0.5,8.0,0.129,2.6887,4.062825423448488,4.162742076238159,5.606198475166255,7.932762,6.209791074197114
40,NaCl,1000,0.5,8.0,0.167,2.5442,4.062825423448488,3.973281659658982,4.925235281828829,6.396732,6.208997137562059
40,NaCl,1000,0.5,8.0,0.215,6.0073,4.062825423448488,4.9188050778009,6.103846247559161,6.8567815,6.207994415321845
40,NaCl,1000,0.5,8.0,0.278,5.7954,5.292830500485349,5.316736097424,6.052779759846626,6.1948376,6.20667858812594
40,NaCl,1000,0.5,8.0,0.359,5.5885,5.292830500485349,5.217445724912027,5.892443223978754,5.9856334,6.20498722010461
40,NaCl,1000,0.5,8.0,0.464,4.4823,5.292830500485349,4.882013158346445,5.943535097948117,6.0039124,6.2027953919766325
40,NaCl,1000,0.5,8.0,0.599,5.3902,5.292830500485349,5.2506311673862145,5.7968637021658145,6.22838,6.199978464851982
40,NaCl,1000,0.5,8.0,0.774,5.3083,5.292830500485349,5.310845600021559,5.7968637021658145,7.403694,6.196328796563716
40,NaCl,1000,0.5,8.0,1.0,4.7444,4.982028108160297,4.949384500833816,5.282718932611261,5.009358,6.191618689279108
40,NaCl,1000,0.5,8.0,1.29,5.1922,4.982028108160297,5.051456713907099,5.257448136797652,4.9734325,6.185579990715275
40,NaCl,1000,0.5,8.0,1.67,4.8914,4.982028108160297,4.98402135391518,5.188219180196575,4.8796363,6.177676127255016
40,NaCl,1000,0.5,8.0,2.15,5.1128,4.982028108160297,4.9778885468128005,5.175910480181029,5.0558867,6.167706733910288
40,NaCl,1000,0.5,8.0,2.78,4.9523,4.916380679434665,4.940153348540989,5.091912013364041,5.0242805,6.15464631641412
40,NaCl,1000,0.5,8.0,3.59,4.9102,4.916380679434665,4.921791422966587,4.895917457866851,4.9803634,6.137894980348285
40,NaCl,1000,0.5,8.0,4.64,4.9236,4.916380679434665,4.916296290954715,4.8654969794088485,4.8968964,6.11624812472286
40,NaCl,1000,0.5,8.0,5.99,4.8797,4.916380679434665,4.885583140076911,4.868278494063069,4.8117266,6.088528593221112
40,NaCl,1000,0.5,8.0,7.74,4.7939,4.6527774256151835,4.780842263578831,4.882489192655056,4.6014977,6.052782760740186
40,NaCl,1000,0.5,8.0,10.0,4.7038,4.6527774256151835,4.6727152906694105,4.886388752217388,4.742022,6.006929910954449
40,NaCl,1000,0.5,8.0,12.9,4.6154,4.6527774256151835,4.593230359167422,4.730059115844539,4.608922,5.948600655665494
40,NaCl,1000,0.5,8.0,16.7,4.503,4.6527774256151835,4.455195480834593,4.6636192985120255,4.57806,5.873025694292316
40,NaCl,1000,0.5,8.0,21.5,4.3788,4.011601270776391,4.312074743002842,4.396893166827728,4.3468933,5.778933461106523
40,NaCl,1000,0.5,8.0,27.8,4.2554,4.011601270776391,4.213752544945765,4.350115523314016,4.330743,5.657721264196887
40,NaCl,1000,0.5,8.0,35.9,4.1199,4.011601270776391,4.092962307999546,4.1597232955688375,4.257172,5.505605300909246
40,NaCl,1000,0.5,8.0,46.4,4.017,4.011601270776391,4.037967547088832,4.11058358966219,4.0796294,5.314488797276103
40,NaCl,1000,0.5,8.0,59.9,3.903,4.011601270776391,3.87425921679326,4.043794426899925,3.931941,5.078483422234285
40,NaCl,1000,0.5,8.0,77.4,3.7748,4.011601270776391,3.8166154633689393,3.9225601162560366,3.8499968,4.788080130951036
40,NaCl,1000,0.5,8.0,100.0,3.68,4.011601270776391,3.814530980231842,3.8035534546297263,3.7075949,4.437477724373533
40,NaCl,1000,0.5,7.0,0.1,2.7647,4.397306017998602,3.7350972085193614,3.460012247816709,4.7087507,5.742276256668461
40,NaCl,1000,0.5,7.0,0.129,2.6676,4.397306017998602,3.1514906667551363,3.3768450678054194,4.6698346,5.74171596532485
40,NaCl,1000,0.5,7.0,0.167,4.7025,4.397306017998602,4.088394577860289,4.12230075084261,4.5419054,5.740981873211528
40,NaCl,1000,0.5,7.0,0.215,5.1113,4.397306017998602,4.7353670425398215,4.6775586728114975,4.8685565,5.740054733115084
40,NaCl,1000,0.5,7.0,0.278,4.9235,3.729002331448046,4.887459475680407,4.638424906526785,4.1232386,5.738838088959417
40,NaCl,1000,0.5,7.0,0.359,4.7026,3.729002331448046,4.703032293484166,4.515554256857779,4.206375,5.737274211100199
40,NaCl,1000,0.5,7.0,0.464,4.025,6.741072095597823,4.418753132199789,4.515554256857779,4.169006,5.73524759629057
40,NaCl,1000,0.5,7.0,0.599,4.5299,6.741072095597823,4.483479227534091,4.140888373330351,4.324873,5.732643000539843
40,NaCl,1000,0.5,7.0,0.774,4.492,6.741072095597823,4.450520418453518,4.140888373330351,5.14099,5.729268433114226
40,NaCl,1000,0.5,7.0,1.0,4.2136,4.301298224118885,4.346413914783987,4.3554093942931695,4.0277896,5.7249133593490535
40,NaCl,1000,0.5,7.0,1.29,4.3962,4.301298224118885,4.342672633890682,4.33457454335904,3.9989035,5.719329839462563
40,NaCl,1000,0.5,7.0,1.67,4.1871,4.2328895460163505,4.277037729045575,4.277497789554082,3.9234865,5.712021745120052
40,NaCl,1000,0.5,7.0,2.15,4.2999,4.2328895460163505,4.2403965932286685,4.267349714601939,4.0652013,5.702803814235086
40,NaCl,1000,0.5,7.0,2.78,4.2751,4.2328895460163505,4.211237248075378,4.198096037442913,4.0397882,5.6907278511703785
40,NaCl,1000,0.5,7.0,3.59,4.1709,4.2328895460163505,4.16516908180616,4.036505663407847,4.0044765,5.675239179719033
40,NaCl,1000,0.5,7.0,4.64,4.1703,4.042536970450026,4.141167435259493,4.011425086654659,3.9373643,5.6552239980392445
40,NaCl,1000,0.5,7.0,5.99,4.136,4.042536970450026,4.111838059429885,4.013718344200611,3.8688834,5.629593880266646
40,NaCl,1000,0.5,7.0,7.74,4.0856,4.042536970450026,4.050840783338971,4.025434547719396,3.6998482,5.596542459599309
40,NaCl,1000,0.5,7.0,10.0,4.0331,4.042536970450026,4.003342063948189,4.028649592579447,3.8128374,5.5541458577612275
40,NaCl,1000,0.5,7.0,12.9,3.9545,4.042536970450026,3.9279273860498396,3.899761499998648,3.705818,5.500213283808825
40,NaCl,1000,0.5,7.0,16.7,3.8832,4.042536970450026,3.7967907573377557,3.844984289956524,3.681003,5.430334932490654
40,NaCl,1000,0.5,7.0,21.5,3.7829,3.5077621529996184,3.7475060693596545,3.6250783069844115,3.495133,5.343335084824155
40,NaCl,1000,0.5,7.0,27.8,3.6878,3.5077621529996184,3.6640732158426235,3.5865118432748213,3.482147,5.231259493572779
40,NaCl,1000,0.5,7.0,35.9,3.5819,3.5077621529996184,3.574140659434328,3.45047045380952,3.422992,5.090609567584353
40,NaCl,1000,0.5,7.0,46.4,3.5109,3.5077621529996184,3.5150483806879445,3.4097093042589255,3.2802386,4.913898843014708
40,NaCl,1000,0.5,7.0,59.9,3.4354,3.5077621529996184,3.440683753859772,3.3543080151896834,3.1614912,4.6956828332344935
40,NaCl,1000,0.5,7.0,77.4,3.3158,3.5077621529996184,3.397048911820731,3.2779735572496316,3.0956018,4.427169256204126
40,NaCl,1000,0.5,7.0,100.0,3.2698,3.5077621529996184,3.374362545004156,3.1785230253556973,3.0277722,4.1029941895594515
40,NaCl,1000,0.5,5.0,0.1,4.5681,3.7415769324856676,3.914508456317446,4.548326294053864,4.633134,4.909231522793734
40,NaCl,1000,0.5,5.0,0.129,3.5739,3.7415769324856676,3.5170450696484803,4.565000983130605,4.9912224,4.908752514156208
40,NaCl,1000,0.5,5.0,0.167,3.8488,3.7415769324856676,3.6471435984757257,3.8498948625053706,4.0748935,4.908124918411546
40,NaCl,1000,0.5,5.0,0.215,3.119,3.7415769324856676,3.2368540876122163,3.6753810112242222,4.3679566,4.907332280582215
40,NaCl,1000,0.5,5.0,0.278,2.389,2.98038426691244,2.9951144232165117,3.722947938377391,3.6992755,4.906292137688691
40,NaCl,1000,0.5,5.0,0.359,3.5097,2.98038426691244,3.101909223761363,3.624328031600708,3.7738633,4.904955135054001
40,NaCl,1000,0.5,5.0,0.464,3.1202,2.98038426691244,3.1098952285150068,3.624328031600708,3.6565437,4.903222525743116
40,NaCl,1000,0.5,5.0,0.599,2.9364,2.98038426691244,3.063199112530923,3.323609230117891,3.6636994,4.900995784466298
40,NaCl,1000,0.5,5.0,0.774,3.0611,2.98038426691244,3.1086782507546564,3.323609230117891,4.6074395,4.898110773010713
40,NaCl,1000,0.5,5.0,1.0,2.985,3.2854117459907792,2.998353307430186,2.9335152705140684,2.8930194,4.894387499441761
40,NaCl,1000,0.5,5.0,1.29,2.7916,3.2854117459907792,2.933429327888215,2.9194822950022297,2.8722715,4.8896139931509275
40,NaCl,1000,0.5,5.0,1.67,2.9649,3.2854117459907792,2.9490491742036675,2.8810391743400006,2.857904,4.883366100239795
40,NaCl,1000,0.5,5.0,2.15,2.8382,3.2854117459907792,3.347294543693617,2.8742041032494523,2.9611301,4.875485435003101
40,NaCl,1000,0.5,5.0,2.78,2.8862,2.8640412622313356,2.9463474366007896,2.827559413601806,2.9426186,4.8651613586446185
