T,Salt,Cs,fs,Cp,Gamma,Eta,Formula_Group,Curve_Group
25,CaCl2,100,0.5,15.0,59.9,8.716,CaCl2|100|0.5|15,CaCl2|100|0.5|15|25
25,CaCl2,100,0.5,15.0,77.4,8.1987,CaCl2|100|0.5|15,CaCl2|100|0.5|15|25
25,CaCl2,100,0.5,15.0,100.0,7.7409,CaCl2|100|0.5|15,CaCl2|100|0.5|15|25
25,CaCl2,100,0.5,7.0,1.0,4.4727,CaCl2|100|0.5|7,CaCl2|100|0.5|7|25
25,CaCl2,100,0.5,7.0,1.29,4.011,CaCl2|100|0.5|7,CaCl2|100|0.5|7|25
25,CaCl2,100,0.5,7.0,1.67,4.279,CaCl2|100|0.5|7,CaCl2|100|0.5|7|25
25,CaCl2,100,0.5,7.0,2.15,4.2734,CaCl2|100|0.5|7,CaCl2|100|0.5|7|25
25,CaCl2,100,0.5,7.0,2.78,4.1889,CaCl2|100|0.5|7,CaCl2|100|0.5|7|25
25,CaCl2,100,0.5,7.0,3.59,4.2218,CaCl2|100|0.5|7,CaCl2|100|0.5|7|25
25,CaCl2,100,0.5,7.0,4.64,4.1832,CaCl2|100|0.5|7,CaCl2|100|0.5|7|25
25,CaCl2,100,0.5,7.0,5.99,4.0997,CaCl2|100|0.5|7,CaCl2|100|0.5|7|25
25,CaCl2,100,0.5,7.0,7.74,4.0773,CaCl2|100|0.5|7,CaCl2|100|0.5|7|25
25,CaCl2,100,0.5,7.0,10.0,4.0347,CaCl2|100|0.5|7,CaCl2|100|0.5|7|25
25,CaCl2,100,0.5,7.0,12.9,3.9721,CaCl2|100|0.5|7,CaCl2|100|0.5|7|25
25,CaCl2,100,0.5,7.0,16.7,3.8904,CaCl2|100|0.5|7,CaCl2|100|0.5|7|25
25,CaCl2,100,0.5,7.0,21.5,3.8223,CaCl2|100|0.5|7,CaCl2|100|0.5|7|25
25,CaCl2,100,0.5,7.0,27.8,3.7317,CaCl2|100|0.5|7,CaCl2|100|0.5|7|25
25,CaCl2,100,0.5,7.0,35.9,3.6433,CaCl2|100|0.5|7,CaCl2|100|0.5|7|25
25,CaCl2,100,0.5,7.0,46.4,3.5429,CaCl2|100|0.5|7,CaCl2|100|0.5|7|25
25,CaCl2,100,0.5,7.0,59.9,3.464,CaCl2|100|0.5|7,CaCl2|100|0.5|7|25
25,CaCl2,100,0.5,7.0,77.4,3.3908,CaCl2|100|0.5|7,CaCl2|100|0.5|7|25
25,CaCl2,100,0.5,7.0,100.0,3.3487,CaCl2|100|0.5|7,CaCl2|100|0.5|7|25
25,CaCl2,100,0.5,2.5,1.0,1.5344,CaCl2|100|0.5|2.5,CaCl2|100|0.5|2.5|25
25,CaCl2,100,0.5,2.5,1.29,1.7117,CaCl2|100|0.5|2.5,CaCl2|100|0.5|2.5|25
25,CaCl2,100,0.5,2.5,1.67,1.9649,CaCl2|100|0.5|2.5,CaCl2|100|0.5|2.5|25
25,CaCl2,100,0.5,2.5,2.15,1.6535,CaCl2|100|0.5|2.5,CaCl2|100|0.5|2.5|25
25,CaCl2,100,0.5,2.5,2.78,1.922,CaCl2|100|0.5|2.5,CaCl2|100|0.5|2.5|25
25,CaCl2,100,0.5,2.5,3.59,1.7367,CaCl2|100|0.5|2.5,CaCl2|100|0.5|2.5|25
25,CaCl2,100,0.5,2.5,4.64,1.8546,CaCl2|100|0.5|2.5,CaCl2|100|0.5|2.5|25
25,CaCl2,100,0.5,2.5,5.99,1.7988,CaCl2|100|0.5|2.5,CaCl2|100|0.5|2.5|25
25,CaCl2,100,0.5,2.5,7.74,1.7685,CaCl2|100|0.5|2.5,CaCl2|100|0.5|2.5|25
25,CaCl2,100,0.5,2.5,10.0,1.7747,CaCl2|100|0.5|2.5,CaCl2|100|0.5|2.5|25
25,CaCl2,100,0.5,2.5,12.9,1.7764,CaCl2|100|0.5|2.5,CaCl2|100|0.5|2.5|25
25,CaCl2,100,0.5,2.5,16.7,1.7837,CaCl2|100|0.5|2.5,CaCl2|100|0.5|2.5|25
25,CaCl2,100,0.5,2.5,21.5,1.7785,CaCl2|100|0.5|2.5,CaCl2|100|0.5|2.5|25
25,CaCl2,100,0.5,2.5,27.8,1.7723,CaCl2|100|0.5|2.5,CaCl2|100|0.5|2.5|25
25,CaCl2,100,0.5,2.5,35.9,1.7618,CaCl2|100|0.5|2.5,CaCl2|100|0.5|2.5|25
25,CaCl2,100,0.5,2.5,46.4,1.7757,CaCl2|100|0.5|2.5,CaCl2|100|0.5|2.5|25
25,CaCl2,100,0.5,2.5,59.9,1.7508,CaCl2|100|0.5|2.5,CaCl2|100|0.5|2.5|25
25,CaCl2,100,0.5,2.5,77.4,1.7901,CaCl2|100|0.5|2.5,CaCl2|100|0.5|2.5|25
25,CaCl2,100,0.5,2.5,100.0,1.7833,CaCl2|100|0.5|2.5,CaCl2|100|0.5|2.5|25
25,CaCl2,100,0.5,1.5,1.0,1.2434,CaCl2|100|0.5|1.5,CaCl2|100|0.5|1.5|25
25,CaCl2,100,0.5,1.5,1.29,1.4997,CaCl2|100|0.5|1.5,CaCl2|100|0.5|1.5|25
25,CaCl2,100,0.5,1.5,1.67,1.4237,CaCl2|100|0.5|1.5,CaCl2|100|0.5|1.5|25
25,CaCl2,100,0.5,1.5,2.15,1.3287,CaCl2|100|0.5|1.5,CaCl2|100|0.5|1.5|25
25,CaCl2,100,0.5,1.5,2.78,1.5712,CaCl2|100|0.5|1.5,CaCl2|100|0.5|1.5|25
25,CaCl2,100,0.5,1.5,3.59,1.3707,CaCl2|100|0.5|1.5,CaCl2|100|0.5|1.5|25
25,CaCl2,100,0.5,1.5,4.64,1.4336,CaCl2|100|0.5|1.5,CaCl2|100|0.5|1.5|25
25,CaCl2,100,0.5,1.5,5.99,1.453,CaCl2|100|0.5|1.5,CaCl2|100|0.5|1.5|25
25,CaCl2,100,0.5,1.5,7.74,1.4017,CaCl2|100|0.5|1.5,CaCl2|100|0.5|1.5|25
25,CaCl2,100,0.5,1.5,10.0,1.4146,CaCl2|100|0.5|1.5,CaCl2|100|0.5|1.5|25
25,CaCl2,100,0.5,1.5,12.9,1.4189,CaCl2|100|0.5|1.5,CaCl2|100|0.5|1.5|25
25,CaCl2,100,0.5,1.5,16.7,1.4326,CaCl2|100|0.5|1.5,CaCl2|100|0.5|1.5|25
25,CaCl2,100,0.5,1.5,21.5,1.4259,CaCl2|100|0.5|1.5,CaCl2|100|0.5|1.5|25
25,CaCl2,100,0.5,1.5,27.8,1.4398,CaCl2|100|0.5|1.5,CaCl2|100|0.5|1.5|25
25,CaCl2,100,0.5,1.5,35.9,1.4384,CaCl2|100|0.5|1.5,CaCl2|100|0.5|1.5|25
25,CaCl2,100,0.5,1.5,46.4,1.4661,CaCl2|100|0.5|1.5,CaCl2|100|0.5|1.5|25
25,CaCl2,100,0.5,1.5,59.9,1.4676,CaCl2|100|0.5|1.5,CaCl2|100|0.5|1.5|25
25,CaCl2,100,0.5,1.5,77.4,1.5057,CaCl2|100|0.5|1.5,CaCl2|100|0.5|1.5|25
25,CaCl2,100,0.5,1.5,100.0,1.5002,CaCl2|100|0.5|1.5,CaCl2|100|0.5|1.5|25
25,CaCl2,100,0.5,3.0,1.0,1.9078,CaCl2|100|0.5|3,CaCl2|100|0.5|3|25
25,CaCl2,100,0.5,3.0,1.29,2.1861,CaCl2|100|0.5|3,CaCl2|100|0.5|3|25
25,CaCl2,100,0.5,3.0,1.67,1.9885,CaCl2|100|0.5|3,CaCl2|100|0.5|3|25
25,CaCl2,100,0.5,3.0,2.15,2.1541,CaCl2|100|0.5|3,CaCl2|100|0.5|3|25
25,CaCl2,100,0.5,3.0,2.78,2.0545,CaCl2|100|0.5|3,CaCl2|100|0.5|3|25
25,CaCl2,100,0.5,3.0,3.59,2.0399,CaCl2|100|0.5|3,CaCl2|100|0.5|3|25
25,CaCl2,100,0.5,3.0,4.64,2.0663,CaCl2|100|0.5|3,CaCl2|100|0.5|3|25
25,CaCl2,100,0.5,3.0,5.99,2.075,CaCl2|100|0.5|3,CaCl2|100|0.5|3|25
25,CaCl2,100,0.5,3.0,7.74,2.0647,CaCl2|100|0.5|3,CaCl2|100|0.5|3|25
25,CaCl2,100,0.5,3.0,10.0,2.0449,CaCl2|100|0.5|3,CaCl2|100|0.5|3|25
25,CaCl2,100,0.5,3.0,12.9,2.031,CaCl2|100|0.5|3,CaCl2|100|0.5|3|25
25,CaCl2,100,0.5,3.0,16.7,2.0289,CaCl2|100|0.5|3,CaCl2|100|0.5|3|25
25,CaCl2,100,0.5,3.0,21.5,2.0119,CaCl2|100|0.5|3,CaCl2|100|0.5|3|25
25,CaCl2,100,0.5,3.0,27.8,2.0048,CaCl2|100|0.5|3,CaCl2|100|0.5|3|25
25,CaCl2,100,0.5,3.0,35.9,1.9898,CaCl2|100|0.5|3,CaCl2|100|0.5|3|25
25,CaCl2,100,0.5,3.0,46.4,2.0009,CaCl2|100|0.5|3,CaCl2|100|0.5|3|25
25,CaCl2,100,0.5,3.0,59.9,1.9937,CaCl2|100|0.5|3,CaCl2|100|0.5|3|25
25,CaCl2,100,0.5,3.0,77.4,1.9986,CaCl2|100|0.5|3,CaCl2|100|0.5|3|25
25,CaCl2,100,0.5,3.0,100.0,1.9897,CaCl2|100|0.5|3,CaCl2|100|0.5|3|25
25,CaCl2,10,0.5,40.0,0.001,3144.1,CaCl2|10|0.5|40,CaCl2|10|0.5|40|25
25,CaCl2,10,0.5,40.0,0.00136,3277.1,CaCl2|10|0.5|40,CaCl2|10|0.5|40|25
25,CaCl2,10,0.5,40.0,0.00185,3314.3,CaCl2|10|0.5|40,CaCl2|10|0.5|40|25
25,CaCl2,10,0.5,40.0,0.00251,3341.7,CaCl2|10|0.5|40,CaCl2|10|0.5|40|25
25,CaCl2,10,0.5,40.0,0.00341,3368.6,CaCl2|10|0.5|40,CaCl2|10|0.5|40|25
25,CaCl2,10,0.5,40.0,0.00464,3344.9,CaCl2|10|0.5|40,CaCl2|10|0.5|40|25
25,CaCl2,10,0.5,40.0,0.00631,3325.8,CaCl2|10|0.5|40,CaCl2|10|0.5|40|25
25,CaCl2,10,0.5,40.0,0.00858,3272.3,CaCl2|10|0.5|40,CaCl2|10|0.5|40|25
25,CaCl2,10,0.5,40.0,0.0117,3250.2,CaCl2|10|0.5|40,CaCl2|10|0.5|40|25
25,CaCl2,10,0.5,40.0,0.0158,3195.9,CaCl2|10|0.5|40,CaCl2|10|0.5|40|25
25,CaCl2,10,0.5,40.0,0.0215,3129.4,CaCl2|10|0.5|40,CaCl2|10|0.5|40|25
25,CaCl2,10,0.5,40.0,0.0293,3040.3,CaCl2|10|0.5|40,CaCl2|10|0.5|40|25
25,CaCl2,10,0.5,40.0,0.0398,2923.4,CaCl2|10|0.5|40,CaCl2|10|0.5|40|25
25,CaCl2,10,0.5,40.0,0.0541,2778.4,CaCl2|10|0.5|40,CaCl2|10|0.5|40|25
25,CaCl2,10,0.5,40.0,0.0736,2608.5,CaCl2|10|0.5|40,CaCl2|10|0.5|40|25
25,CaCl2,10,0.5,40.0,0.1,2416.2,CaCl2|10|0.5|40,CaCl2|10|0.5|40|25
25,CaCl2,10,0.5,40.0,0.136,2214.0,CaCl2|10|0.5|40,CaCl2|10|0.5|40|25
25,CaCl2,10,0.5,40.0,0.185,2005.0,CaCl2|10|0.5|40,CaCl2|10|0.5|40|25
25,CaCl2,10,0.5,40.0,0.251,1793.5,CaCl2|10|0.5|40,CaCl2|10|0.5|40|25
25,CaCl2,10,0.5,40.0,0.341,1587.1,CaCl2|10|0.5|40,CaCl2|10|0.5|40|25
25,CaCl2,10,0.5,40.0,0.464,1390.8,CaCl2|10|0.5|40,CaCl2|10|0.5|40|25
25,CaCl2,10,0.5,40.0,0.631,1206.0,CaCl2|10|0.5|40,CaCl2|10|0.5|40|25
25,CaCl2,10,0.5,40.0,0.858,1037.4,CaCl2|10|0.5|40,CaCl2|10|0.5|40|25
25,CaCl2,10,0.5,40.0,1.17,884.48,CaCl2|10|0.5|40,CaCl2|10|0.5|40|25
25,CaCl2,10,0.5,40.0,1.58,747.79,CaCl2|10|0.5|40,CaCl2|10|0.5|40|25
25,CaCl2,10,0.5,40.0,2.15,627.9,CaCl2|10|0.5|40,CaCl2|10|0.5|40|25
25,CaCl2,10,0.5,40.0,2.93,524.42,CaCl2|10|0.5|40,CaCl2|10|0.5|40|25
25,CaCl2,10,0.5,40.0,3.98,434.96,CaCl2|10|0.5|40,CaCl2|10|0.5|40|25
25,CaCl2,10,0.5,40.0,5.41,359.44,CaCl2|10|0.5|40,CaCl2|10|0.5|40|25
25,CaCl2,10,0.5,40.0,7.36,296.3,CaCl2|10|0.5|40,CaCl2|10|0.5|40|25
25,CaCl2,10,0.5,40.0,10.0,243.75,CaCl2|10|0.5|40,CaCl2|10|0.5|40|25
25,CaCl2,10,0.5,40.0,13.6,200.48,CaCl2|10|0.5|40,CaCl2|10|0.5|40|25
25,CaCl2,10,0.5,40.0,18.5,165.06,CaCl2|10|0.5|40,CaCl2|10|0.5|40|25
25,CaCl2,10,0.5,40.0,25.1,136.22,CaCl2|10|0.5|40,CaCl2|10|0.5|40|25
25,CaCl2,10,0.5,40.0,34.1,112.74,CaCl2|10|0.5|40,CaCl2|10|0.5|40|25
25,CaCl2,10,0.5,40.0,46.4,93.567,CaCl2|10|0.5|40,CaCl2|10|0.5|40|25
25,CaCl2,10,0.5,40.0,63.1,77.818,CaCl2|10|0.5|40,CaCl2|10|0.5|40|25
25,CaCl2,10,0.5,40.0,85.8,64.939,CaCl2|10|0.5|40,CaCl2|10|0.5|40|25
25,CaCl2,10,0.5,40.0,117.0,54.472,CaCl2|10|0.5|40,CaCl2|10|0.5|40|25
25,CaCl2,10,0.5,40.0,158.0,46.113,CaCl2|10|0.5|40,CaCl2|10|0.5|40|25
25,CaCl2,10,0.5,40.0,215.0,39.252,CaCl2|10|0.5|40,CaCl2|10|0.5|40|25
25,CaCl2,10,0.5,40.0,293.0,33.412,CaCl2|10|0.5|40,CaCl2|10|0.5|40|25
25,CaCl2,10,0.5,40.0,398.0,28.835,CaCl2|10|0.5|40,CaCl2|10|0.5|40|25
25,CaCl2,10,0.5,40.0,541.0,24.817,CaCl2|10|0.5|40,CaCl2|10|0.5|40|25
25,CaCl2,10,0.5,40.0,736.0,21.167,CaCl2|10|0.5|40,CaCl2|10|0.5|40|25
25,CaCl2,10,0.5,40.0,1000.0,19.25,CaCl2|10|0.5|40,CaCl2|10|0.5|40|25
25,CaCl2,10,0.5,8.0,0.1,18.983,CaCl2|10|0.5|8,CaCl2|10|0.5|8|25
25,CaCl2,10,0.5,8.0,0.129,15.935,CaCl2|10|0.5|8,CaCl2|10|0.5|8|25
25,CaCl2,10,0.5,8.0,0.167,17.178,CaCl2|10|0.5|8,CaCl2|10|0.5|8|25
25,CaCl2,10,0.5,8.0,0.215,16.047,CaCl2|10|0.5|8,CaCl2|10|0.5|8|25
25,CaCl2,10,0.5,8.0,0.278,15.898,CaCl2|10|0.5|8,CaCl2|10|0.5|8|25
25,CaCl2,10,0.5,8.0,0.359,15.19,CaCl2|10|0.5|8,CaCl2|10|0.5|8|25
25,CaCl2,10,0.5,8.0,0.464,14.658,CaCl2|10|0.5|8,CaCl2|10|0.5|8|25
25,CaCl2,10,0.5,8.0,0.599,14.76,CaCl2|10|0.5|8,CaCl2|10|0.5|8|25
25,CaCl2,10,0.5,8.0,0.774,15.309,CaCl2|10|0.5|8,CaCl2|10|0.5|8|25
25,CaCl2,10,0.5,8.0,1.0,15.247,CaCl2|10|0.5|8,CaCl2|10|0.5|8|25
25,CaCl2,10,0.5,8.0,1.29,14.866,CaCl2|10|0.5|8,CaCl2|10|0.5|8|25
25,CaCl2,10,0.5,8.0,1.67,14.43,CaCl2|10|0.5|8,CaCl2|10|0.5|8|25
25,CaCl2,10,0.5,8.0,2.15,14.459,CaCl2|10|0.5|8,CaCl2|10|0.5|8|25
25,CaCl2,10,0.5,8.0,2.78,13.997,CaCl2|10|0.5|8,CaCl2|10|0.5|8|25
25,CaCl2,10,0.5,8.0,3.59,13.598,CaCl2|10|0.5|8,CaCl2|10|0.5|8|25
25,CaCl2,10,0.5,8.0,4.64,13.12,CaCl2|10|0.5|8,CaCl2|10|0.5|8|25
25,CaCl2,10,0.5,8.0,5.99,12.653,CaCl2|10|0.5|8,CaCl2|10|0.5|8|25
25,CaCl2,10,0.5,8.0,7.74,12.038,CaCl2|10|0.5|8,CaCl2|10|0.5|8|25
25,CaCl2,10,0.5,8.0,10.0,11.447,CaCl2|10|0.5|8,CaCl2|10|0.5|8|25
25,CaCl2,10,0.5,8.0,12.9,10.847,CaCl2|10|0.5|8,CaCl2|10|0.5|8|25
25,CaCl2,10,0.5,8.0,16.7,10.24,CaCl2|10|0.5|8,CaCl2|10|0.5|8|25
25,CaCl2,10,0.5,8.0,21.5,9.6483,CaCl2|10|0.5|8,CaCl2|10|0.5|8|25
25,CaCl2,10,0.5,8.0,27.8,9.0306,CaCl2|10|0.5|8,CaCl2|10|0.5|8|25
25,CaCl2,10,0.5,8.0,35.9,8.4454,CaCl2|10|0.5|8,CaCl2|10|0.5|8|25
25,CaCl2,10,0.5,8.0,46.4,7.8718,CaCl2|10|0.5|8,CaCl2|10|0.5|8|25
25,CaCl2,10,0.5,8.0,59.9,7.3742,CaCl2|10|0.5|8,CaCl2|10|0.5|8|25
25,CaCl2,10,0.5,8.0,77.4,6.8679,CaCl2|10|0.5|8,CaCl2|10|0.5|8|25
25,CaCl2,10,0.5,8.0,100.0,6.465,CaCl2|10|0.5|8,CaCl2|10|0.5|8|25
25,CaCl2,10,0.5,4.0,1.0,4.9901,CaCl2|10|0.5|4,CaCl2|10|0.5|4|25
25,CaCl2,10,0.5,4.0,1.29,5.0655,CaCl2|10|0.5|4,CaCl2|10|0.5|4|25
25,CaCl2,10,0.5,4.0,1.67,5.1327,CaCl2|10|0.5|4,CaCl2|10|0.5|4|25
25,CaCl2,10,0.5,4.0,2.15,4.9755,CaCl2|10|0.5|4,CaCl2|10|0.5|4|25
25,CaCl2,10,0.5,4.0,2.78,5.108,CaCl2|10|0.5|4,CaCl2|10|0.5|4|25
25,CaCl2,10,0.5,4.0,3.59,4.8913,CaCl2|10|0.5|4,CaCl2|10|0.5|4|25
25,CaCl2,10,0.5,4.0,4.64,4.8737,CaCl2|10|0.5|4,CaCl2|10|0.5|4|25
25,CaCl2,10,0.5,4.0,5.99,4.7704,CaCl2|10|0.5|4,CaCl2|10|0.5|4|25
25,CaCl2,10,0.5,4.0,7.74,4.6328,CaCl2|10|0.5|4,CaCl2|10|0.5|4|25
25,CaCl2,10,0.5,4.0,10.0,4.5113,CaCl2|10|0.5|4,CaCl2|10|0.5|4|25
25,CaCl2,10,0.5,4.0,12.9,4.3873,CaCl2|10|0.5|4,CaCl2|10|0.5|4|25
25,CaCl2,10,0.5,4.0,16.7,4.2578,CaCl2|10|0.5|4,CaCl2|10|0.5|4|25
25,CaCl2,10,0.5,4.0,21.5,4.1056,CaCl2|10|0.5|4,CaCl2|10|0.5|4|25
25,CaCl2,10,0.5,4.0,27.8,3.9674,CaCl2|10|0.5|4,CaCl2|10|0.5|4|25
25,CaCl2,10,0.5,4.0,35.9,3.8167,CaCl2|10|0.5|4,CaCl2|10|0.5|4|25
25,CaCl2,10,0.5,4.0,46.4,3.703,CaCl2|10|0.5|4,CaCl2|10|0.5|4|25
25,CaCl2,10,0.5,4.0,59.9,3.5665,CaCl2|10|0.5|4,CaCl2|10|0.5|4|25
25,CaCl2,10,0.5,4.0,77.4,3.4875,CaCl2|10|0.5|4,CaCl2|10|0.5|4|25
25,CaCl2,10,0.5,4.0,100.0,3.3735,CaCl2|10|0.5|4,CaCl2|10|0.5|4|25
25,CaCl2,10,0.5,2.0,1.0,2.2572,CaCl2|10|0.5|2,CaCl2|10|0.5|2|25
25,CaCl2,10,0.5,2.0,1.29,2.351,CaCl2|10|0.5|2,CaCl2|10|0.5|2|25
25,CaCl2,10,0.5,2.0,1.67,2.6004,CaCl2|10|0.5|2,CaCl2|10|0.5|2|25
25,CaCl2,10,0.5,2.0,2.15,2.3639,CaCl2|10|0.5|2,CaCl2|10|0.5|2|25
25,CaCl2,10,0.5,2.0,2.78,2.4195,CaCl2|10|0.5|2,CaCl2|10|0.5|2|25
25,CaCl2,10,0.5,2.0,3.59,2.4259,CaCl2|10|0.5|2,CaCl2|10|0.5|2|25
25,CaCl2,10,0.5,2.0,4.64,2.4596,CaCl2|10|0.5|2,CaCl2|10|0.5|2|25
25,CaCl2,10,0.5,2.0,5.99,2.3774,CaCl2|10|0.5|2,CaCl2|10|0.5|2|25
25,CaCl2,10,0.5,2.0,7.74,2.3581,CaCl2|10|0.5|2,CaCl2|10|0.5|2|25
25,CaCl2,10,0.5,2.0,10.0,2.34,CaCl2|10|0.5|2,CaCl2|10|0.5|2|25
25,CaCl2,10,0.5,2.0,12.9,2.3048,CaCl2|10|0.5|2,CaCl2|10|0.5|2|25
25,CaCl2,10,0.5,2.0,16.7,2.2726,CaCl2|10|0.5|2,CaCl2|10|0.5|2|25
25,CaCl2,10,0.5,2.0,21.5,2.2513,CaCl2|10|0.5|2,CaCl2|10|0.5|2|25
25,CaCl2,10,0.5,2.0,27.8,2.2033,CaCl2|10|0.5|2,CaCl2|10|0.5|2|25
25,CaCl2,10,0.5,2.0,35.9,2.1684,CaCl2|10|0.5|2,CaCl2|10|0.5|2|25
25,CaCl2,10,0.5,2.0,46.4,2.1376,CaCl2|10|0.5|2,CaCl2|10|0.5|2|25
25,CaCl2,10,0.5,2.0,59.9,2.0903,CaCl2|10|0.5|2,CaCl2|10|0.5|2|25
25,CaCl2,10,0.5,2.0,77.4,2.0928,CaCl2|10|0.5|2,CaCl2|10|0.5|2|25
25,CaCl2,10,0.5,2.0,100.0,2.0863,CaCl2|10|0.5|2,CaCl2|10|0.5|2|25
25,CaCl2,10,0.5,1.5,1.0,1.5702,CaCl2|10|0.5|1.5,CaCl2|10|0.5|1.5|25
25,CaCl2,10,0.5,1.5,1.29,2.1039,CaCl2|10|0.5|1.5,CaCl2|10|0.5|1.5|25
25,CaCl2,10,0.5,1.5,1.67,2.1446,CaCl2|10|0.5|1.5,CaCl2|10|0.5|1.5|25
25,CaCl2,10,0.5,1.5,2.15,1.8241,CaCl2|10|0.5|1.5,CaCl2|10|0.5|1.5|25
25,CaCl2,10,0.5,1.5,2.78,2.0865,CaCl2|10|0.5|1.5,CaCl2|10|0.5|1.5|25
25,CaCl2,10,0.5,1.5,3.59,1.862,CaCl2|10|0.5|1.5,CaCl2|10|0.5|1.5|25
25,CaCl2,10,0.5,1.5,4.64,1.9993,CaCl2|10|0.5|1.5,CaCl2|10|0.5|1.5|25
25,CaCl2,10,0.5,1.5,5.99,1.956,CaCl2|10|0.5|1.5,CaCl2|10|0.5|1.5|25
25,CaCl2,10,0.5,1.5,7.74,1.9077,CaCl2|10|0.5|1.5,CaCl2|10|0.5|1.5|25
25,CaCl2,10,0.5,1.5,10.0,1.8919,CaCl2|10|0.5|1.5,CaCl2|10|0.5|1.5|25
25,CaCl2,10,0.5,1.5,12.9,1.8763,CaCl2|10|0.5|1.5,CaCl2|10|0.5|1.5|25
25,CaCl2,10,0.5,1.5,16.7,1.871,CaCl2|10|0.5|1.5,CaCl2|10|0.5|1.5|25
25,CaCl2,10,0.5,1.5,21.5,1.8407,CaCl2|10|0.5|1.5,CaCl2|10|0.5|1.5|25
25,CaCl2,10,0.5,1.5,27.8,1.8312,CaCl2|10|0.5|1.5,CaCl2|10|0.5|1.5|25
25,CaCl2,10,0.5,1.5,35.9,1.8108,CaCl2|10|0.5|1.5,CaCl2|10|0.5|1.5|25
25,CaCl2,10,0.5,1.5,46.4,1.8183,CaCl2|10|0.5|1.5,CaCl2|10|0.5|1.5|25
25,CaCl2,10,0.5,1.5,59.9,1.7998,CaCl2|10|0.5|1.5,CaCl2|10|0.5|1.5|25
25,CaCl2,10,0.5,1.5,77.4,1.8226,CaCl2|10|0.5|1.5,CaCl2|10|0.5|1.5|25
25,CaCl2,10,0.5,1.5,100.0,1.8048,CaCl2|10|0.5|1.5,CaCl2|10|0.5|1.5|25
25,CaCl2,10,0.5,0.8,1.0,1.0692,CaCl2|10|0.5|0.8,CaCl2|10|0.5|0.8|25
25,CaCl2,10,0.5,0.8,1.29,1.4936,CaCl2|10|0.5|0.8,CaCl2|10|0.5|0.8|25
25,CaCl2,10,0.5,0.8,1.67,1.4897,CaCl2|10|0.5|0.8,CaCl2|10|0.5|0.8|25
25,CaCl2,10,0.5,0.8,2.15,1.268,CaCl2|10|0.5|0.8,CaCl2|10|0.5|0.8|25
25,CaCl2,10,0.5,0.8,2.78,1.4883,CaCl2|10|0.5|0.8,CaCl2|10|0.5|0.8|25
25,CaCl2,10,0.5,0.8,3.59,1.3252,CaCl2|10|0.5|0.8,CaCl2|10|0.5|0.8|25
25,CaCl2,10,0.5,0.8,4.64,1.4272,CaCl2|10|0.5|0.8,CaCl2|10|0.5|0.8|25
25,CaCl2,10,0.5,0.8,5.99,1.4089,CaCl2|10|0.5|0.8,CaCl2|10|0.5|0.8|25
25,CaCl2,10,0.5,0.8,7.74,1.371,CaCl2|10|0.5|0.8,CaCl2|10|0.5|0.8|25
25,CaCl2,10,0.5,0.8,10.0,1.3687,CaCl2|10|0.5|0.8,CaCl2|10|0.5|0.8|25
25,CaCl2,10,0.5,0.8,12.9,1.375,CaCl2|10|0.5|0.8,CaCl2|10|0.5|0.8|25
25,CaCl2,10,0.5,0.8,16.7,1.3897,CaCl2|10|0.5|0.8,CaCl2|10|0.5|0.8|25
25,CaCl2,10,0.5,0.8,21.5,1.3709,CaCl2|10|0.5|0.8,CaCl2|10|0.5|0.8|25
25,CaCl2,10,0.5,0.8,27.8,1.3853,CaCl2|10|0.5|0.8,CaCl2|10|0.5|0.8|25
25,CaCl2,10,0.5,0.8,35.9,1.3796,CaCl2|10|0.5|0.8,CaCl2|10|0.5|0.8|25
25,CaCl2,10,0.5,0.8,46.4,1.406,CaCl2|10|0.5|0.8,CaCl2|10|0.5|0.8|25
25,CaCl2,10,0.5,0.8,59.9,1.4041,CaCl2|10|0.5|0.8,CaCl2|10|0.5|0.8|25
25,CaCl2,10,0.5,0.8,77.4,1.4374,CaCl2|10|0.5|0.8,CaCl2|10|0.5|0.8|25
25,CaCl2,10,0.5,0.8,100.0,1.4277,CaCl2|10|0.5|0.8,CaCl2|10|0.5|0.8|25
25,CaCl2,10,0.5,0.4,1.0,1.5421,CaCl2|10|0.5|0.4,CaCl2|10|0.5|0.4|25
25,CaCl2,10,0.5,0.4,1.29,1.0614,CaCl2|10|0.5|0.4,CaCl2|10|0.5|0.4|25
25,CaCl2,10,0.5,0.4,1.67,0.87664,CaCl2|10|0.5|0.4,CaCl2|10|0.5|0.4|25
25,CaCl2,10,0.5,0.4,2.15,1.3292,CaCl2|10|0.5|0.4,CaCl2|10|0.5|0.4|25
25,CaCl2,10,0.5,0.4,2.78,1.0039,CaCl2|10|0.5|0.4,CaCl2|10|0.5|0.4|25
25,CaCl2,10,0.5,0.4,3.59,1.2421,CaCl2|10|0.5|0.4,CaCl2|10|0.5|0.4|25
25,CaCl2,10,0.5,0.4,4.64,1.0499,CaCl2|10|0.5|0.4,CaCl2|10|0.5|0.4|25
25,CaCl2,10,0.5,0.4,5.99,1.1065,CaCl2|10|0.5|0.4,CaCl2|10|0.5|0.4|25
25,CaCl2,10,0.5,0.4,7.74,1.1525,CaCl2|10|0.5|0.4,CaCl2|10|0.5|0.4|25
25,CaCl2,10,0.5,0.4,10.0,1.1576,CaCl2|10|0.5|0.4,CaCl2|10|0.5|0.4|25
