T,Salt,Cs,fs,Cp,Gamma,Eta,Formula_Group,Curve_Group
25,NaCl,1,0.5,0.25,1.0,5.2873,NaCl|1|0.5|0.25,NaCl|1|0.5|0.25|25
25,NaCl,1,0.5,0.25,1.29,5.4651,NaCl|1|0.5|0.25,NaCl|1|0.5|0.25|25
25,NaCl,1,0.5,0.25,1.67,4.7818,NaCl|1|0.5|0.25,NaCl|1|0.5|0.25|25
25,NaCl,1,0.5,0.25,2.15,4.6893,NaCl|1|0.5|0.25,NaCl|1|0.5|0.25|25
25,NaCl,1,0.5,0.25,2.78,4.4184,NaCl|1|0.5|0.25,NaCl|1|0.5|0.25|25
25,NaCl,1,0.5,0.25,3.59,4.215,NaCl|1|0.5|0.25,NaCl|1|0.5|0.25|25
25,NaCl,1,0.5,0.25,4.64,3.9537,NaCl|1|0.5|0.25,NaCl|1|0.5|0.25|25
25,NaCl,1,0.5,0.25,5.99,3.7993,NaCl|1|0.5|0.25,NaCl|1|0.5|0.25|25
25,NaCl,1,0.5,0.25,7.74,3.5668,NaCl|1|0.5|0.25,NaCl|1|0.5|0.25|25
25,NaCl,1,0.5,0.25,10.0,3.3382,NaCl|1|0.5|0.25,NaCl|1|0.5|0.25|25
25,NaCl,1,0.5,0.25,12.9,3.1325,NaCl|1|0.5|0.25,NaCl|1|0.5|0.25|25
25,NaCl,1,0.5,0.25,16.7,2.9499,NaCl|1|0.5|0.25,NaCl|1|0.5|0.25|25
25,NaCl,1,0.5,0.25,21.5,2.7618,NaCl|1|0.5|0.25,NaCl|1|0.5|0.25|25
25,NaCl,1,0.5,0.25,27.8,2.6124,NaCl|1|0.5|0.25,NaCl|1|0.5|0.25|25
25,NaCl,1,0.5,0.25,35.9,2.4834,NaCl|1|0.5|0.25,NaCl|1|0.5|0.25|25
25,NaCl,1,0.5,0.25,46.4,2.3567,NaCl|1|0.5|0.25,NaCl|1|0.5|0.25|25
25,NaCl,1,0.5,0.25,59.9,2.2789,NaCl|1|0.5|0.25,NaCl|1|0.5|0.25|25
25,NaCl,1,0.5,0.25,77.4,2.1668,NaCl|1|0.5|0.25,NaCl|1|0.5|0.25|25
25,NaCl,1,0.5,0.25,100.0,2.1034,NaCl|1|0.5|0.25,NaCl|1|0.5|0.25|25
25,NaCl,1,0.5,0.4,0.1,11.597,NaCl|1|0.5|0.4,NaCl|1|0.5|0.4|25
25,NaCl,1,0.5,0.4,0.129,9.4134,NaCl|1|0.5|0.4,NaCl|1|0.5|0.4|25
25,NaCl,1,0.5,0.4,0.167,8.8388,NaCl|1|0.5|0.4,NaCl|1|0.5|0.4|25
25,NaCl,1,0.5,0.4,0.215,8.7471,NaCl|1|0.5|0.4,NaCl|1|0.5|0.4|25
25,NaCl,1,0.5,0.4,0.278,7.9797,NaCl|1|0.5|0.4,NaCl|1|0.5|0.4|25
25,NaCl,1,0.5,0.4,0.359,8.3391,NaCl|1|0.5|0.4,NaCl|1|0.5|0.4|25
25,NaCl,1,0.5,0.4,0.464,8.0692,NaCl|1|0.5|0.4,NaCl|1|0.5|0.4|25
25,NaCl,1,0.5,0.4,0.599,7.6166,NaCl|1|0.5|0.4,NaCl|1|0.5|0.4|25
25,NaCl,1,0.5,0.4,0.774,7.6103,NaCl|1|0.5|0.4,NaCl|1|0.5|0.4|25
25,NaCl,1,0.5,0.4,1.0,7.9362,NaCl|1|0.5|0.4,NaCl|1|0.5|0.4|25
25,NaCl,1,0.5,0.4,1.29,7.2349,NaCl|1|0.5|0.4,NaCl|1|0.5|0.4|25
25,NaCl,1,0.5,0.4,1.67,6.7565,NaCl|1|0.5|0.4,NaCl|1|0.5|0.4|25
25,NaCl,1,0.5,0.4,2.15,6.299,NaCl|1|0.5|0.4,NaCl|1|0.5|0.4|25
25,NaCl,1,0.5,0.4,2.78,6.1996,NaCl|1|0.5|0.4,NaCl|1|0.5|0.4|25
25,NaCl,1,0.5,0.4,3.59,5.6954,NaCl|1|0.5|0.4,NaCl|1|0.5|0.4|25
25,NaCl,1,0.5,0.4,4.64,5.4036,NaCl|1|0.5|0.4,NaCl|1|0.5|0.4|25
25,NaCl,1,0.5,0.4,5.99,4.9938,NaCl|1|0.5|0.4,NaCl|1|0.5|0.4|25
25,NaCl,1,0.5,0.4,7.74,4.6869,NaCl|1|0.5|0.4,NaCl|1|0.5|0.4|25
25,NaCl,1,0.5,0.4,10.0,4.3665,NaCl|1|0.5|0.4,NaCl|1|0.5|0.4|25
25,NaCl,1,0.5,0.4,12.9,4.0517,NaCl|1|0.5|0.4,NaCl|1|0.5|0.4|25
25,NaCl,1,0.5,0.4,16.7,3.7732,NaCl|1|0.5|0.4,NaCl|1|0.5|0.4|25
25,NaCl,1,0.5,0.4,21.5,3.5283,NaCl|1|0.5|0.4,NaCl|1|0.5|0.4|25
25,NaCl,1,0.5,0.4,27.8,3.2795,NaCl|1|0.5|0.4,NaCl|1|0.5|0.4|25
25,NaCl,1,0.5,0.4,35.9,3.0771,NaCl|1|0.5|0.4,NaCl|1|0.5|0.4|25
25,NaCl,1,0.5,0.4,46.4,2.8925,NaCl|1|0.5|0.4,NaCl|1|0.5|0.4|25
25,NaCl,1,0.5,0.4,59.9,2.7558,NaCl|1|0.5|0.4,NaCl|1|0.5|0.4|25
25,NaCl,1,0.5,0.4,77.4,2.6203,NaCl|1|0.5|0.4,NaCl|1|0.5|0.4|25
25,NaCl,1,0.5,0.4,100.0,2.4759,NaCl|1|0.5|0.4,NaCl|1|0.5|0.4|25
25,NaCl,1,0.5,0.8,0.1,70.719,NaCl|1|0.5|0.8,NaCl|1|0.5|0.8|25
25,NaCl,1,0.5,0.8,0.129,68.567,NaCl|1|0.5|0.8,NaCl|1|0.5|0.8|25
25,NaCl,1,0.5,0.8,0.167,64.484,NaCl|1|0.5|0.8,NaCl|1|0.5|0.8|25
25,NaCl,1,0.5,0.8,0.215,59.898,NaCl|1|0.5|0.8,NaCl|1|0.5|0.8|25
25,NaCl,1,0.5,0.8,0.278,54.677,NaCl|1|0.5|0.8,NaCl|1|0.5|0.8|25
25,NaCl,1,0.5,0.8,0.359,50.946,NaCl|1|0.5|0.8,NaCl|1|0.5|0.8|25
25,NaCl,1,0.5,0.8,0.464,47.018,NaCl|1|0.5|0.8,NaCl|1|0.5|0.8|25
25,NaCl,1,0.5,0.8,0.599,43.078,NaCl|1|0.5|0.8,NaCl|1|0.5|0.8|25
25,NaCl,1,0.5,0.8,0.774,38.493,NaCl|1|0.5|0.8,NaCl|1|0.5|0.8|25
25,NaCl,1,0.5,0.8,1.0,34.068,NaCl|1|0.5|0.8,NaCl|1|0.5|0.8|25
25,NaCl,1,0.5,0.8,1.29,30.541,NaCl|1|0.5|0.8,NaCl|1|0.5|0.8|25
25,NaCl,1,0.5,0.8,1.67,27.132,NaCl|1|0.5|0.8,NaCl|1|0.5|0.8|25
25,NaCl,1,0.5,0.8,2.15,24.376,NaCl|1|0.5|0.8,NaCl|1|0.5|0.8|25
25,NaCl,1,0.5,0.8,2.78,21.464,NaCl|1|0.5|0.8,NaCl|1|0.5|0.8|25
25,NaCl,1,0.5,0.8,3.59,18.979,NaCl|1|0.5|0.8,NaCl|1|0.5|0.8|25
25,NaCl,1,0.5,0.8,4.64,16.793,NaCl|1|0.5|0.8,NaCl|1|0.5|0.8|25
25,NaCl,1,0.5,0.8,5.99,14.859,NaCl|1|0.5|0.8,NaCl|1|0.5|0.8|25
25,NaCl,1,0.5,0.8,7.74,13.1,NaCl|1|0.5|0.8,NaCl|1|0.5|0.8|25
25,NaCl,1,0.5,0.8,10.0,11.597,NaCl|1|0.5|0.8,NaCl|1|0.5|0.8|25
25,NaCl,1,0.5,0.8,12.9,10.273,NaCl|1|0.5|0.8,NaCl|1|0.5|0.8|25
25,NaCl,1,0.5,0.8,16.7,9.0955,NaCl|1|0.5|0.8,NaCl|1|0.5|0.8|25
25,NaCl,1,0.5,0.8,21.5,8.0505,NaCl|1|0.5|0.8,NaCl|1|0.5|0.8|25
25,NaCl,1,0.5,0.8,27.8,7.1801,NaCl|1|0.5|0.8,NaCl|1|0.5|0.8|25
25,NaCl,1,0.5,0.8,35.9,6.3865,NaCl|1|0.5|0.8,NaCl|1|0.5|0.8|25
25,NaCl,1,0.5,0.8,46.4,5.7011,NaCl|1|0.5|0.8,NaCl|1|0.5|0.8|25
25,NaCl,1,0.5,0.8,59.9,5.1344,NaCl|1|0.5|0.8,NaCl|1|0.5|0.8|25
25,NaCl,1,0.5,0.8,77.4,4.6256,NaCl|1|0.5|0.8,NaCl|1|0.5|0.8|25
25,NaCl,1,0.5,0.8,100.0,4.2458,NaCl|1|0.5|0.8,NaCl|1|0.5|0.8|25
25,NaCl,1,0.5,4.0,0.001,2174.9,NaCl|1|0.5|4,NaCl|1|0.5|4|25
25,NaCl,1,0.5,4.0,0.00129,2877.3,NaCl|1|0.5|4,NaCl|1|0.5|4|25
25,NaCl,1,0.5,4.0,0.00167,3206.9,NaCl|1|0.5|4,NaCl|1|0.5|4|25
25,NaCl,1,0.5,4.0,0.00215,3396.0,NaCl|1|0.5|4,NaCl|1|0.5|4|25
25,NaCl,1,0.5,4.0,0.00278,3522.1,NaCl|1|0.5|4,NaCl|1|0.5|4|25
25,NaCl,1,0.5,4.0,0.00359,3599.1,NaCl|1|0.5|4,NaCl|1|0.5|4|25
25,NaCl,1,0.5,4.0,0.00464,3597.6,NaCl|1|0.5|4,NaCl|1|0.5|4|25
25,NaCl,1,0.5,4.0,0.006,3529.4,NaCl|1|0.5|4,NaCl|1|0.5|4|25
25,NaCl,1,0.5,4.0,0.00774,3450.7,NaCl|1|0.5|4,NaCl|1|0.5|4|25
25,NaCl,1,0.5,4.0,0.01,3311.1,NaCl|1|0.5|4,NaCl|1|0.5|4|25
25,NaCl,1,0.5,4.0,0.0129,3153.5,NaCl|1|0.5|4,NaCl|1|0.5|4|25
25,NaCl,1,0.5,4.0,0.0167,2942.1,NaCl|1|0.5|4,NaCl|1|0.5|4|25
25,NaCl,1,0.5,4.0,0.0215,2723.7,NaCl|1|0.5|4,NaCl|1|0.5|4|25
25,NaCl,1,0.5,4.0,0.0278,2482.3,NaCl|1|0.5|4,NaCl|1|0.5|4|25
25,NaCl,1,0.5,4.0,0.0359,2234.2,NaCl|1|0.5|4,NaCl|1|0.5|4|25
25,NaCl,1,0.5,4.0,0.0464,1985.1,NaCl|1|0.5|4,NaCl|1|0.5|4|25
25,NaCl,1,0.5,4.0,0.0599,1746.1,NaCl|1|0.5|4,NaCl|1|0.5|4|25
25,NaCl,1,0.5,4.0,0.0774,1525.1,NaCl|1|0.5|4,NaCl|1|0.5|4|25
25,NaCl,1,0.5,4.0,0.1,1322.2,NaCl|1|0.5|4,NaCl|1|0.5|4|25
25,NaCl,1,0.5,4.0,0.129,1140.5,NaCl|1|0.5|4,NaCl|1|0.5|4|25
25,NaCl,1,0.5,4.0,0.167,974.56,NaCl|1|0.5|4,NaCl|1|0.5|4|25
25,NaCl,1,0.5,4.0,0.215,830.54,NaCl|1|0.5|4,NaCl|1|0.5|4|25
25,NaCl,1,0.5,4.0,0.278,703.94,NaCl|1|0.5|4,NaCl|1|0.5|4|25
25,NaCl,1,0.5,4.0,0.359,594.0,NaCl|1|0.5|4,NaCl|1|0.5|4|25
25,NaCl,1,0.5,4.0,0.464,499.48,NaCl|1|0.5|4,NaCl|1|0.5|4|25
25,NaCl,1,0.5,4.0,0.599,418.78,NaCl|1|0.5|4,NaCl|1|0.5|4|25
25,NaCl,1,0.5,4.0,0.774,349.67,NaCl|1|0.5|4,NaCl|1|0.5|4|25
25,NaCl,1,0.5,4.0,1.0,292.93,NaCl|1|0.5|4,NaCl|1|0.5|4|25
25,NaCl,1,0.5,4.0,1.29,244.53,NaCl|1|0.5|4,NaCl|1|0.5|4|25
25,NaCl,1,0.5,4.0,1.67,203.64,NaCl|1|0.5|4,NaCl|1|0.5|4|25
25,NaCl,1,0.5,4.0,2.15,169.68,NaCl|1|0.5|4,NaCl|1|0.5|4|25
25,NaCl,1,0.5,4.0,2.78,141.57,NaCl|1|0.5|4,NaCl|1|0.5|4|25
25,NaCl,1,0.5,4.0,3.59,118.03,NaCl|1|0.5|4,NaCl|1|0.5|4|25
25,NaCl,1,0.5,4.0,4.64,98.567,NaCl|1|0.5|4,NaCl|1|0.5|4|25
25,NaCl,1,0.5,4.0,5.99,82.549,NaCl|1|0.5|4,NaCl|1|0.5|4|25
25,NaCl,1,0.5,4.0,7.74,69.249,NaCl|1|0.5|4,NaCl|1|0.5|4|25
25,NaCl,1,0.5,4.0,10.0,58.231,NaCl|1|0.5|4,NaCl|1|0.5|4|25
25,NaCl,1,0.5,4.0,12.9,49.166,NaCl|1|0.5|4,NaCl|1|0.5|4|25
25,NaCl,1,0.5,4.0,16.7,41.664,NaCl|1|0.5|4,NaCl|1|0.5|4|25
25,NaCl,1,0.5,4.0,21.5,35.43,NaCl|1|0.5|4,NaCl|1|0.5|4|25
25,NaCl,1,0.5,4.0,27.8,30.241,NaCl|1|0.5|4,NaCl|1|0.5|4|25
25,NaCl,1,0.5,4.0,35.9,25.94,NaCl|1|0.5|4,NaCl|1|0.5|4|25
25,NaCl,1,0.5,4.0,46.4,22.377,NaCl|1|0.5|4,NaCl|1|0.5|4|25
25,NaCl,1,0.5,4.0,59.9,19.39,NaCl|1|0.5|4,NaCl|1|0.5|4|25
25,NaCl,1,0.5,4.0,77.4,16.909,NaCl|1|0.5|4,NaCl|1|0.5|4|25
25,NaCl,1,0.5,4.0,100.0,14.855,NaCl|1|0.5|4,NaCl|1|0.5|4|25
25,NaCl,1,0.5,4.0,129.0,13.116,NaCl|1|0.5|4,NaCl|1|0.5|4|25
25,NaCl,1,0.5,4.0,167.0,11.459,NaCl|1|0.5|4,NaCl|1|0.5|4|25
25,NaCl,1,0.5,4.0,215.0,10.171,NaCl|1|0.5|4,NaCl|1|0.5|4|25
25,NaCl,1,0.5,4.0,278.0,9.0412,NaCl|1|0.5|4,NaCl|1|0.5|4|25
25,NaCl,1,0.5,4.0,359.0,7.6814,NaCl|1|0.5|4,NaCl|1|0.5|4|25
25,NaCl,1,0.5,4.0,464.0,6.8257,NaCl|1|0.5|4,NaCl|1|0.5|4|25
25,NaCl,1,0.5,4.0,599.0,8.026,NaCl|1|0.5|4,NaCl|1|0.5|4|25
25,NaCl,1,0.5,4.0,774.0,8.6107,NaCl|1|0.5|4,NaCl|1|0.5|4|25
25,NaCl,1,0.5,4.0,1000.0,9.0732,NaCl|1|0.5|4,NaCl|1|0.5|4|25
25,NaCl,1,0.5,0.2,0.1,5.5737,NaCl|1|0.5|0.2,NaCl|1|0.5|0.2|25
25,NaCl,1,0.5,0.2,0.141,6.4497,NaCl|1|0.5|0.2,NaCl|1|0.5|0.2|25
25,NaCl,1,0.5,0.2,0.198,5.3465,NaCl|1|0.5|0.2,NaCl|1|0.5|0.2|25
25,NaCl,1,0.5,0.2,0.278,4.7967,NaCl|1|0.5|0.2,NaCl|1|0.5|0.2|25
25,NaCl,1,0.5,0.2,0.391,4.0345,NaCl|1|0.5|0.2,NaCl|1|0.5|0.2|25
25,NaCl,1,0.5,0.2,0.55,3.6816,NaCl|1|0.5|0.2,NaCl|1|0.5|0.2|25
25,NaCl,1,0.5,0.2,0.774,3.6078,NaCl|1|0.5|0.2,NaCl|1|0.5|0.2|25
25,NaCl,1,0.5,0.2,1.09,3.8153,NaCl|1|0.5|0.2,NaCl|1|0.5|0.2|25
25,NaCl,1,0.5,0.2,1.53,3.3686,NaCl|1|0.5|0.2,NaCl|1|0.5|0.2|25
25,NaCl,1,0.5,0.2,2.15,3.4427,NaCl|1|0.5|0.2,NaCl|1|0.5|0.2|25
25,NaCl,1,0.5,0.2,3.03,3.0237,NaCl|1|0.5|0.2,NaCl|1|0.5|0.2|25
25,NaCl,1,0.5,0.2,4.26,2.8829,NaCl|1|0.5|0.2,NaCl|1|0.5|0.2|25
25,NaCl,1,0.5,0.2,5.99,2.7042,NaCl|1|0.5|0.2,NaCl|1|0.5|0.2|25
25,NaCl,1,0.5,0.2,8.43,2.5484,NaCl|1|0.5|0.2,NaCl|1|0.5|0.2|25
25,NaCl,1,0.5,0.2,11.9,2.385,NaCl|1|0.5|0.2,NaCl|1|0.5|0.2|25
25,NaCl,1,0.5,0.2,16.7,2.2273,NaCl|1|0.5|0.2,NaCl|1|0.5|0.2|25
25,NaCl,1,0.5,0.2,23.5,2.0794,NaCl|1|0.5|0.2,NaCl|1|0.5|0.2|25
25,NaCl,1,0.5,0.2,33.0,1.9657,NaCl|1|0.5|0.2,NaCl|1|0.5|0.2|25
25,NaCl,1,0.5,0.2,46.4,1.8656,NaCl|1|0.5|0.2,NaCl|1|0.5|0.2|25
25,NaCl,1,0.5,0.2,65.3,1.7976,NaCl|1|0.5|0.2,NaCl|1|0.5|0.2|25
25,NaCl,1,0.5,0.2,91.8,1.7416,NaCl|1|0.5|0.2,NaCl|1|0.5|0.2|25
25,NaCl,1,0.5,0.2,129.0,1.7266,NaCl|1|0.5|0.2,NaCl|1|0.5|0.2|25
25,NaCl,1,0.5,0.2,182.0,2.0481,NaCl|1|0.5|0.2,NaCl|1|0.5|0.2|25
25,NaCl,1,0.5,0.2,256.0,2.6263,NaCl|1|0.5|0.2,NaCl|1|0.5|0.2|25
25,NaCl,1,0.5,0.2,359.0,3.1765,NaCl|1|0.5|0.2,NaCl|1|0.5|0.2|25
25,NaCl,1,0.5,0.2,505.0,3.7098,NaCl|1|0.5|0.2,NaCl|1|0.5|0.2|25
25,NaCl,1,0.5,0.2,711.0,3.6536,NaCl|1|0.5|0.2,NaCl|1|0.5|0.2|25
25,NaCl,1,0.5,0.2,1000.0,3.3413,NaCl|1|0.5|0.2,NaCl|1|0.5|0.2|25
25,NaCl,1,0.5,0.03,1.0,0.85602,NaCl|1|0.5|0.03,NaCl|1|0.5|0.03|25
25,NaCl,1,0.5,0.03,1.29,1.0965,NaCl|1|0.5|0.03,NaCl|1|0.5|0.03|25
25,NaCl,1,0.5,0.03,1.67,1.2704,NaCl|1|0.5|0.03,NaCl|1|0.5|0.03|25
25,NaCl,1,0.5,0.03,2.15,1.1676,NaCl|1|0.5|0.03,NaCl|1|0.5|0.03|25
25,NaCl,1,0.5,0.03,2.78,1.1278,NaCl|1|0.5|0.03,NaCl|1|0.5|0.03|25
25,NaCl,1,0.5,0.03,3.59,1.0644,NaCl|1|0.5|0.03,NaCl|1|0.5|0.03|25
25,NaCl,1,0.5,0.03,4.64,1.1219,NaCl|1|0.5|0.03,NaCl|1|0.5|0.03|25
25,NaCl,1,0.5,0.03,5.99,1.0442,NaCl|1|0.5|0.03,NaCl|1|0.5|0.03|25
25,NaCl,1,0.5,0.03,7.74,1.09,NaCl|1|0.5|0.03,NaCl|1|0.5|0.03|25
25,NaCl,1,0.5,0.03,10.0,1.0784,NaCl|1|0.5|0.03,NaCl|1|0.5|0.03|25
25,NaCl,1,0.5,0.03,12.9,1.0769,NaCl|1|0.5|0.03,NaCl|1|0.5|0.03|25
25,NaCl,1,0.5,0.03,16.7,1.0875,NaCl|1|0.5|0.03,NaCl|1|0.5|0.03|25
25,NaCl,1,0.5,0.03,21.5,1.0707,NaCl|1|0.5|0.03,NaCl|1|0.5|0.03|25
25,NaCl,1,0.5,0.03,27.8,1.0903,NaCl|1|0.5|0.03,NaCl|1|0.5|0.03|25
25,NaCl,1,0.5,0.03,35.9,1.0897,NaCl|1|0.5|0.03,NaCl|1|0.5|0.03|25
25,NaCl,1,0.5,0.03,46.4,1.1134,NaCl|1|0.5|0.03,NaCl|1|0.5|0.03|25
25,NaCl,1,0.5,0.03,59.9,1.1095,NaCl|1|0.5|0.03,NaCl|1|0.5|0.03|25
25,NaCl,1,0.5,0.03,77.4,1.1353,NaCl|1|0.5|0.03,NaCl|1|0.5|0.03|25
25,NaCl,1,0.5,0.03,100.0,1.1587,NaCl|1|0.5|0.03,NaCl|1|0.5|0.03|25
25,NaCl,1,0.5,0.02,1.0,1375.0867,NaCl|1|0.5|0.02,NaCl|1|0.5|0.02|25
25,NaCl,1,0.5,0.02,1.29,1120.16155,NaCl|1|0.5|0.02,NaCl|1|0.5|0.02|25
25,NaCl,1,0.5,0.02,1.67,912.57682,NaCl|1|0.5|0.02,NaCl|1|0.5|0.02|25
25,NaCl,1,0.5,0.02,2.15,743.5690999999999,NaCl|1|0.5|0.02,NaCl|1|0.5|0.02|25
25,NaCl,1,0.5,0.02,2.78,605.04765,NaCl|1|0.5|0.02,NaCl|1|0.5|0.02|25
25,NaCl,1,0.5,0.02,3.59,491.67945000000003,NaCl|1|0.5|0.02,NaCl|1|0.5|0.02|25
25,NaCl,1,0.5,0.02,4.64,398.74535000000003,NaCl|1|0.5|0.02,NaCl|1|0.5|0.02|25
25,NaCl,1,0.5,0.02,5.99,322.96715,NaCl|1|0.5|0.02,NaCl|1|0.5|0.02|25
25,NaCl,1,0.5,0.02,7.74,261.55705,NaCl|1|0.5|0.02,NaCl|1|0.5|0.02|25
25,NaCl,1,0.5,0.02,10.0,211.85125,NaCl|1|0.5|0.02,NaCl|1|0.5|0.02|25
25,NaCl,1,0.5,0.02,12.9,171.4987,NaCl|1|0.5|0.02,NaCl|1|0.5|0.02|25
25,NaCl,1,0.5,0.02,16.7,138.91750000000002,NaCl|1|0.5|0.02,NaCl|1|0.5|0.02|25
25,NaCl,1,0.5,0.02,21.5,112.8627,NaCl|1|0.5|0.02,NaCl|1|0.5|0.02|25
25,NaCl,1,0.5,0.02,27.8,92.1382,NaCl|1|0.5|0.02,NaCl|1|0.5|0.02|25
25,NaCl,1,0.5,0.02,35.9,75.6323,NaCl|1|0.5|0.02,NaCl|1|0.5|0.02|25
25,NaCl,1,0.5,0.02,46.4,62.4049,NaCl|1|0.5|0.02,NaCl|1|0.5|0.02|25
25,NaCl,1,0.5,0.02,59.9,51.76855,NaCl|1|0.5|0.02,NaCl|1|0.5|0.02|25
25,NaCl,1,0.5,0.02,77.4,43.07725,NaCl|1|0.5|0.02,NaCl|1|0.5|0.02|25
25,NaCl,1,0.5,0.02,100.0,35.85065,NaCl|1|0.5|0.02,NaCl|1|0.5|0.02|25
25,NaCl,1,0.5,0.02,0.000999,56041.0,NaCl|1|0.5|0.02,NaCl|1|0.5|0.02|25
25,NaCl,1,0.5,0.02,0.00129,69271.0,NaCl|1|0.5|0.02,NaCl|1|0.5|0.02|25
25,NaCl,1,0.5,0.02,0.00167,73363.0,NaCl|1|0.5|0.02,NaCl|1|0.5|0.02|25
25,NaCl,1,0.5,0.02,0.00215,74099.0,NaCl|1|0.5|0.02,NaCl|1|0.5|0.02|25
25,NaCl,1,0.5,0.02,0.00278,73074.0,NaCl|1|0.5|0.02,NaCl|1|0.5|0.02|25
25,NaCl,1,0.5,0.02,0.00359,70829.0,NaCl|1|0.5|0.02,NaCl|1|0.5|0.02|25
25,NaCl,1,0.5,0.02,0.00464,67738.0,NaCl|1|0.5|0.02,NaCl|1|0.5|0.02|25
25,NaCl,1,0.5,0.02,0.00599,64026.0,NaCl|1|0.5|0.02,NaCl|1|0.5|0.02|25
25,NaCl,1,0.5,0.02,0.00774,59948.0,NaCl|1|0.5|0.02,NaCl|1|0.5|0.02|25
25,NaCl,1,0.5,0.02,0.01,55553.0,NaCl|1|0.5|0.02,NaCl|1|0.5|0.02|25
25,NaCl,1,0.5,0.02,0.0129,50951.0,NaCl|1|0.5|0.02,NaCl|1|0.5|0.02|25
25,NaCl,1,0.5,0.02,0.0167,46288.0,NaCl|1|0.5|0.02,NaCl|1|0.5|0.02|25
25,NaCl,1,0.5,0.02,0.0215,41526.0,NaCl|1|0.5|0.02,NaCl|1|0.5|0.02|25
25,NaCl,1,0.5,0.02,0.0278,36826.0,NaCl|1|0.5|0.02,NaCl|1|0.5|0.02|25
25,NaCl,1,0.5,0.02,0.0359,32226.0,NaCl|1|0.5|0.02,NaCl|1|0.5|0.02|25
25,NaCl,1,0.5,0.02,0.0464,27828.0,NaCl|1|0.5|0.02,NaCl|1|0.5|0.02|25
25,NaCl,1,0.5,0.02,0.0599,23691.0,NaCl|1|0.5|0.02,NaCl|1|0.5|0.02|25
25,NaCl,1,0.5,0.02,0.0774,19930.0,NaCl|1|0.5|0.02,NaCl|1|0.5|0.02|25
25,NaCl,1,0.5,0.02,0.1,16607.0,NaCl|1|0.5|0.02,NaCl|1|0.5|0.02|25
25,NaCl,1,0.5,0.02,0.129,13748.0,NaCl|1|0.5|0.02,NaCl|1|0.5|0.02|25
25,NaCl,1,0.5,0.02,0.167,11349.0,NaCl|1|0.5|0.02,NaCl|1|0.5|0.02|25
25,NaCl,1,0.5,0.02,0.215,9313.7,NaCl|1|0.5|0.02,NaCl|1|0.5|0.02|25
25,NaCl,1,0.5,0.02,0.278,7635.0,NaCl|1|0.5|0.02,NaCl|1|0.5|0.02|25
25,NaCl,1,0.5,0.02,0.359,6233.9,NaCl|1|0.5|0.02,NaCl|1|0.5|0.02|25
25,NaCl,1,0.5,0.02,0.464,5090.1,NaCl|1|0.5|0.02,NaCl|1|0.5|0.02|25
25,NaCl,1,0.5,0.02,0.599,4148.4,NaCl|1|0.5|0.02,NaCl|1|0.5|0.02|25
25,NaCl,1,0.5,0.02,0.774,3377.8,NaCl|1|0.5|0.02,NaCl|1|0.5|0.02|25
25,NaCl,1,0.5,0.02,129.0,58.428,NaCl|1|0.5|0.02,NaCl|1|0.5|0.02|25
25,NaCl,1,0.5,0.02,167.0,48.843,NaCl|1|0.5|0.02,NaCl|1|0.5|0.02|25
25,NaCl,1,0.5,0.02,215.0,40.785,NaCl|1|0.5|0.02,NaCl|1|0.5|0.02|25
25,NaCl,1,0.5,0.02,278.0,34.456,NaCl|1|0.5|0.02,NaCl|1|0.5|0.02|25
25,NaCl,1,0.5,0.02,359.0,30.191,NaCl|1|0.5|0.02,NaCl|1|0.5|0.02|25
25,NaCl,1,0.5,0.02,464.0,25.776,NaCl|1|0.5|0.02,NaCl|1|0.5|0.02|25
25,NaCl,1,0.5,0.02,599.0,22.388,NaCl|1|0.5|0.02,NaCl|1|0.5|0.02|25
25,NaCl,1,0.5,0.02,774.0,19.632,NaCl|1|0.5|0.02,NaCl|1|0.5|0.02|25
25,NaCl,1,0.5,0.02,1000.0,17.352,NaCl|1|0.5|0.02,NaCl|1|0.5|0.02|25
25,NaCl,1,0.5,0.005,0.01,36.259,NaCl|1|0.5|0.005,NaCl|1|0.5|0.005|25
25,NaCl,1,0.5,0.005,0.0119,32.874,NaCl|1|0.5|0.005,NaCl|1|0.5|0.005|25
25,NaCl,1,0.5,0.005,0.0141,25.114,NaCl|1|0.5|0.005,NaCl|1|0.5|0.005|25
25,NaCl,1,0.5,0.005,0.0167,26.89,NaCl|1|0.5|0.005,NaCl|1|0.5|0.005|25
25,NaCl,1,0.5,0.005,0.0198,13.287,NaCl|1|0.5|0.005,NaCl|1|0.5|0.005|25
25,NaCl,1,0.5,0.005,0.0235,8.1553,NaCl|1|0.5|0.005,NaCl|1|0.5|0.005|25
25,NaCl,1,0.5,0.005,0.0278,9.3289,NaCl|1|0.5|0.005,NaCl|1|0.5|0.005|25
25,NaCl,1,0.5,0.005,0.033,10.171,NaCl|1|0.5|0.005,NaCl|1|0.5|0.005|25
25,NaCl,1,0.5,0.005,0.0391,7.5899,NaCl|1|0.5|0.005,NaCl|1|0.5|0.005|25
25,NaCl,1,0.5,0.005,0.0464,4.2277,NaCl|1|0.5|0.005,NaCl|1|0.5|0.005|25
25,NaCl,1,0.5,0.005,0.055,2.0211,NaCl|1|0.5|0.005,NaCl|1|0.5|0.005|25
25,NaCl,1,0.5,0.005,0.0774,0.61604,NaCl|1|0.5|0.005,NaCl|1|0.5|0.005|25
